equipment_id_dec,equipment_id_hex,name,hook_order,hook_id,hook_target_16,hook_target_raw_offset,hook_target_label_c0_mirror,is_special_hook_id
112,0x70,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
112,0x70,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
112,0x70,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
113,0x71,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
113,0x71,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
113,0x71,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
114,0x72,出刃包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
114,0x72,出刃包丁,1,0x83,0x09DF,0x0B09DF,CB:09DF,False
114,0x72,出刃包丁,2,0xC8,0x09E7,0x0B09E7,CB:09E7,True
114,0x72,出刃包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
115,0x73,小出刃包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
115,0x73,小出刃包丁,1,0x83,0x0A12,0x0B0A12,CB:0A12,False
115,0x73,小出刃包丁,2,0xC8,0x0A1A,0x0B0A1A,CB:0A1A,True
115,0x73,小出刃包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
116,0x74,薄切り包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
116,0x74,薄切り包丁,1,0x83,0x0A30,0x0B0A30,CB:0A30,False
116,0x74,薄切り包丁,2,0xC8,0x0A38,0x0B0A38,CB:0A38,True
116,0x74,薄切り包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
117,0x75,牛切り包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
117,0x75,牛切り包丁,1,0x83,0x0A5A,0x0B0A5A,CB:0A5A,False
117,0x75,牛切り包丁,2,0x82,0x0408,0x0B0408,CB:0408,False
118,0x76,葉切り包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
118,0x76,葉切り包丁,1,0x83,0x09DF,0x0B09DF,CB:09DF,False
118,0x76,葉切り包丁,2,0xC8,0x09E7,0x0B09E7,CB:09E7,True
118,0x76,葉切り包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
119,0x77,合出刃包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
119,0x77,合出刃包丁,1,0x83,0x0A12,0x0B0A12,CB:0A12,False
119,0x77,合出刃包丁,2,0xC8,0x0A1A,0x0B0A1A,CB:0A1A,True
119,0x77,合出刃包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
120,0x78,柳刃包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
120,0x78,柳刃包丁,1,0x83,0x0A30,0x0B0A30,CB:0A30,False
120,0x78,柳刃包丁,2,0xC8,0x0A38,0x0B0A38,CB:0A38,True
120,0x78,柳刃包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
121,0x79,骨切り包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
121,0x79,骨切り包丁,1,0x83,0x0A5A,0x0B0A5A,CB:0A5A,False
121,0x79,骨切り包丁,2,0x82,0x0408,0x0B0408,CB:0408,False
122,0x7A,切り出し包丁,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
122,0x7A,切り出し包丁,1,0x83,0x0AA0,0x0B0AA0,CB:0AA0,False
122,0x7A,切り出し包丁,2,0xC8,0x09E7,0x0B09E7,CB:09E7,True
122,0x7A,切り出し包丁,3,0x82,0x0408,0x0B0408,CB:0408,False
123,0x7B,ドス,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
123,0x7B,ドス,1,0x83,0x0AB8,0x0B0AB8,CB:0AB8,False
123,0x7B,ドス,2,0xC8,0x0AC0,0x0B0AC0,CB:0AC0,True
123,0x7B,ドス,3,0xC2,0x0AE8,0x0B0AE8,CB:0AE8,True
123,0x7B,ドス,4,0x82,0x0408,0x0B0408,CB:0408,False
124,0x7C,長ドス,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
124,0x7C,長ドス,1,0x83,0x0A30,0x0B0A30,CB:0A30,False
124,0x7C,長ドス,2,0xC8,0x0A38,0x0B0A38,CB:0A38,True
124,0x7C,長ドス,3,0x82,0x0408,0x0B0408,CB:0408,False
125,0x7D,隼のドス,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
125,0x7D,隼のドス,1,0x83,0x0A12,0x0B0A12,CB:0A12,False
125,0x7D,隼のドス,2,0xC8,0x0A1A,0x0B0A1A,CB:0A1A,True
125,0x7D,隼のドス,3,0x82,0x0408,0x0B0408,CB:0408,False
126,0x7E,団十郎,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
126,0x7E,団十郎,1,0x83,0x0B14,0x0B0B14,CB:0B14,False
126,0x7E,団十郎,2,0xC8,0x09E7,0x0B09E7,CB:09E7,True
126,0x7E,団十郎,3,0x82,0x0408,0x0B0408,CB:0408,False
127,0x7F,村雨,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
127,0x7F,村雨,1,0x83,0x0B29,0x0B0B29,CB:0B29,False
127,0x7F,村雨,2,0xC8,0x0AC0,0x0B0AC0,CB:0AC0,True
127,0x7F,村雨,3,0x82,0x0408,0x0B0408,CB:0408,False
128,0x80,村正,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
128,0x80,村正,1,0x83,0x0A12,0x0B0A12,CB:0A12,False
128,0x80,村正,2,0xC8,0x0A1A,0x0B0A1A,CB:0A1A,True
128,0x80,村正,3,0x82,0x0408,0x0B0408,CB:0408,False
129,0x81,孫六,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
129,0x81,孫六,1,0x83,0x0A30,0x0B0A30,CB:0A30,False
129,0x81,孫六,2,0xC8,0x0A38,0x0B0A38,CB:0A38,True
129,0x81,孫六,3,0x82,0x0408,0x0B0408,CB:0408,False
130,0x82,菊一文字,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
130,0x82,菊一文字,1,0x83,0x0A5A,0x0B0A5A,CB:0A5A,False
130,0x82,菊一文字,2,0x82,0x0408,0x0B0408,CB:0408,False
131,0x83,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
131,0x83,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
131,0x83,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
132,0x84,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
132,0x84,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
132,0x84,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
133,0x85,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
133,0x85,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
133,0x85,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
134,0x86,着流し,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
134,0x86,着流し,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
134,0x86,着流し,2,0x82,0x0408,0x0B0408,CB:0408,False
135,0x87,小そで着流し,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
135,0x87,小そで着流し,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
135,0x87,小そで着流し,2,0x82,0x0408,0x0B0408,CB:0408,False
136,0x88,大そで着流し,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
136,0x88,大そで着流し,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
136,0x88,大そで着流し,2,0x82,0x0408,0x0B0408,CB:0408,False
137,0x89,染めつけ着流し,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
137,0x89,染めつけ着流し,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
137,0x89,染めつけ着流し,2,0x82,0x0408,0x0B0408,CB:0408,False
138,0x8A,しぼり着流し,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
138,0x8A,しぼり着流し,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
138,0x8A,しぼり着流し,2,0x82,0x0408,0x0B0408,CB:0408,False
139,0x8B,つむぎ着流し,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
139,0x8B,つむぎ着流し,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
139,0x8B,つむぎ着流し,2,0x82,0x0408,0x0B0408,CB:0408,False
140,0x8C,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
140,0x8C,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
140,0x8C,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
141,0x8D,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
141,0x8D,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
141,0x8D,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
142,0x8E,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
142,0x8E,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
142,0x8E,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
143,0x8F,金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
143,0x8F,金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
143,0x8F,金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
144,0x90,銅の金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
144,0x90,銅の金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
144,0x90,銅の金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
145,0x91,鉄の金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
145,0x91,鉄の金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
145,0x91,鉄の金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
146,0x92,火の金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
146,0x92,火の金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
146,0x92,火の金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
147,0x93,炎の金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
147,0x93,炎の金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
147,0x93,炎の金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
148,0x94,力の金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
148,0x94,力の金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
148,0x94,力の金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
149,0x95,怒りの金棒,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
149,0x95,怒りの金棒,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
149,0x95,怒りの金棒,2,0x82,0x0408,0x0B0408,CB:0408,False
150,0x96,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
150,0x96,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
150,0x96,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
151,0x97,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
151,0x97,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
151,0x97,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
152,0x98,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
152,0x98,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
152,0x98,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
153,0x99,虎のこしまき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
153,0x99,虎のこしまき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
153,0x99,虎のこしまき,2,0x82,0x0408,0x0B0408,CB:0408,False
154,0x9A,銀のこしまき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
154,0x9A,銀のこしまき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
154,0x9A,銀のこしまき,2,0x82,0x0408,0x0B0408,CB:0408,False
155,0x9B,金のこしまき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
155,0x9B,金のこしまき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
155,0x9B,金のこしまき,2,0x82,0x0408,0x0B0408,CB:0408,False
156,0x9C,黄泉のこしまき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
156,0x9C,黄泉のこしまき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
156,0x9C,黄泉のこしまき,2,0x82,0x0408,0x0B0408,CB:0408,False
157,0x9D,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
157,0x9D,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
157,0x9D,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
158,0x9E,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
158,0x9E,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
158,0x9E,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
159,0x9F,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
159,0x9F,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
159,0x9F,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
160,0xA0,独鈷,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
160,0xA0,独鈷,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
160,0xA0,独鈷,2,0x82,0x0408,0x0B0408,CB:0408,False
161,0xA1,火の独鈷,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
161,0xA1,火の独鈷,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
161,0xA1,火の独鈷,2,0x82,0x0408,0x0B0408,CB:0408,False
162,0xA2,炎の独鈷,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
162,0xA2,炎の独鈷,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
162,0xA2,炎の独鈷,2,0x82,0x0408,0x0B0408,CB:0408,False
163,0xA3,紅蓮の独鈷,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
163,0xA3,紅蓮の独鈷,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
163,0xA3,紅蓮の独鈷,2,0x82,0x0408,0x0B0408,CB:0408,False
164,0xA4,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
164,0xA4,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
164,0xA4,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
165,0xA5,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
165,0xA5,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
165,0xA5,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
166,0xA6,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
166,0xA6,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
166,0xA6,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
167,0xA7,火の衣,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
167,0xA7,火の衣,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
167,0xA7,火の衣,2,0x82,0x0408,0x0B0408,CB:0408,False
168,0xA8,炎の衣,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
168,0xA8,炎の衣,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
168,0xA8,炎の衣,2,0x82,0x0408,0x0B0408,CB:0408,False
169,0xA9,火炎の衣,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
169,0xA9,火炎の衣,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
169,0xA9,火炎の衣,2,0x82,0x0408,0x0B0408,CB:0408,False
170,0xAA,黄泉の衣,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
170,0xAA,黄泉の衣,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
170,0xAA,黄泉の衣,2,0x82,0x0408,0x0B0408,CB:0408,False
171,0xAB,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
171,0xAB,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
171,0xAB,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
172,0xAC,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
172,0xAC,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
172,0xAC,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
173,0xAD,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
173,0xAD,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
173,0xAD,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
174,0xAE,ハの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
174,0xAE,ハの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
174,0xAE,ハの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
175,0xAF,ニの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
175,0xAF,ニの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
175,0xAF,ニの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
176,0xB0,ホの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
176,0xB0,ホの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
176,0xB0,ホの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
177,0xB1,ヘの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
177,0xB1,ヘの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
177,0xB1,ヘの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
178,0xB2,トの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
178,0xB2,トの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
178,0xB2,トの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
179,0xB3,イの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
179,0xB3,イの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
179,0xB3,イの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
180,0xB4,ロの銅丸,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
180,0xB4,ロの銅丸,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
180,0xB4,ロの銅丸,2,0x82,0x0408,0x0B0408,CB:0408,False
181,0xB5,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
181,0xB5,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
181,0xB5,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
182,0xB6,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
182,0xB6,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
182,0xB6,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
183,0xB7,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
183,0xB7,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
183,0xB7,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
184,0xB8,きんたんの錫杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
184,0xB8,きんたんの錫杖,1,0x83,0x0D74,0x0B0D74,CB:0D74,False
184,0xB8,きんたんの錫杖,2,0x82,0x0408,0x0B0408,CB:0408,False
184,0xB8,きんたんの錫杖,3,0xC8,0x0D7C,0x0B0D7C,CB:0D7C,True
185,0xB9,稲妻の錫杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
185,0xB9,稲妻の錫杖,1,0x83,0x0DA8,0x0B0DA8,CB:0DA8,False
185,0xB9,稲妻の錫杖,2,0x82,0x0408,0x0B0408,CB:0408,False
185,0xB9,稲妻の錫杖,3,0xC8,0x0DB0,0x0B0DB0,CB:0DB0,True
186,0xBA,魔よけの錫杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
186,0xBA,魔よけの錫杖,1,0x83,0x0DDB,0x0B0DDB,CB:0DDB,False
186,0xBA,魔よけの錫杖,2,0x82,0x0408,0x0B0408,CB:0408,False
186,0xBA,魔よけの錫杖,3,0xC8,0x0DE3,0x0B0DE3,CB:0DE3,True
187,0xBB,鹿角の錫杖,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
187,0xBB,鹿角の錫杖,1,0x83,0x0E04,0x0B0E04,CB:0E04,False
187,0xBB,鹿角の錫杖,2,0x82,0x0408,0x0B0408,CB:0408,False
187,0xBB,鹿角の錫杖,3,0xC8,0x0E08,0x0B0E08,CB:0E08,True
188,0xBC,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
188,0xBC,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
188,0xBC,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
189,0xBD,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
189,0xBD,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
189,0xBD,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
190,0xBE,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
190,0xBE,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
190,0xBE,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
191,0xBF,麻のけさ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
191,0xBF,麻のけさ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
191,0xBF,麻のけさ,2,0x82,0x0408,0x0B0408,CB:0408,False
192,0xC0,木綿のけさ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
192,0xC0,木綿のけさ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
192,0xC0,木綿のけさ,2,0x82,0x0408,0x0B0408,CB:0408,False
193,0xC1,絹のけさ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
193,0xC1,絹のけさ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
193,0xC1,絹のけさ,2,0x82,0x0408,0x0B0408,CB:0408,False
194,0xC2,是空のけさ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
194,0xC2,是空のけさ,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
194,0xC2,是空のけさ,2,0x82,0x0408,0x0B0408,CB:0408,False
195,0xC3,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
195,0xC3,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
195,0xC3,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
196,0xC4,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
196,0xC4,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
196,0xC4,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
197,0xC5,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
197,0xC5,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
197,0xC5,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
198,0xC6,荒ナワのふんどし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
198,0xC6,荒ナワのふんどし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
198,0xC6,荒ナワのふんどし,2,0x82,0x0408,0x0B0408,CB:0408,False
199,0xC7,麻のふんどし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
199,0xC7,麻のふんどし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
199,0xC7,麻のふんどし,2,0x82,0x0408,0x0B0408,CB:0408,False
200,0xC8,木綿のふんどし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
200,0xC8,木綿のふんどし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
200,0xC8,木綿のふんどし,2,0x82,0x0408,0x0B0408,CB:0408,False
201,0xC9,絹のふんどし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
201,0xC9,絹のふんどし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
201,0xC9,絹のふんどし,2,0x82,0x0408,0x0B0408,CB:0408,False
202,0xCA,越中のふんどし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
202,0xCA,越中のふんどし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
202,0xCA,越中のふんどし,2,0x82,0x0408,0x0B0408,CB:0408,False
203,0xCB,金のふんどし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
203,0xCB,金のふんどし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
203,0xCB,金のふんどし,2,0x82,0x0408,0x0B0408,CB:0408,False
204,0xCC,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
204,0xCC,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
204,0xCC,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
205,0xCD,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
205,0xCD,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
205,0xCD,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
206,0xCE,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
206,0xCE,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
206,0xCE,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
207,0xCF,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
207,0xCF,なし,1,0x83,0x0EE8,0x0B0EE8,CB:0EE8,False
207,0xCF,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
208,0xD0,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
208,0xD0,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
208,0xD0,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
209,0xD1,鬼のかぎづめ,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
209,0xD1,鬼のかぎづめ,1,0x83,0x0F04,0x0B0F04,CB:0F04,False
209,0xD1,鬼のかぎづめ,2,0x82,0x0408,0x0B0408,CB:0408,False
210,0xD2,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
210,0xD2,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
210,0xD2,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
211,0xD3,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
211,0xD3,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
211,0xD3,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
212,0xD4,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
212,0xD4,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
212,0xD4,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
213,0xD5,はちまき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
213,0xD5,はちまき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
213,0xD5,はちまき,2,0x82,0x0408,0x0B0408,CB:0408,False
214,0xD6,はちがね,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
214,0xD6,はちがね,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
214,0xD6,はちがね,2,0x82,0x0408,0x0B0408,CB:0408,False
215,0xD7,かぶと,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
215,0xD7,かぶと,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
215,0xD7,かぶと,2,0x82,0x0408,0x0B0408,CB:0408,False
216,0xD8,勇気のかぶと,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
216,0xD8,勇気のかぶと,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
216,0xD8,勇気のかぶと,2,0x82,0x0408,0x0B0408,CB:0408,False
217,0xD9,赤はちまき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
217,0xD9,赤はちまき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
217,0xD9,赤はちまき,2,0x82,0x0408,0x0B0408,CB:0408,False
218,0xDA,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
218,0xDA,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
218,0xDA,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
219,0xDB,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
