group,frame_index_1based,frame_addr,piece_count,piece_index,piece_flags_hex,x_offset_hex,x_offset_signed,y_offset_hex,y_offset_signed,tile_hex
9,3,C2:606F,5,2,78,F8,-8,70,112,00
9,3,C2:606F,5,3,78,F8,-8,80,-128,02
9,3,C2:606F,5,4,78,F8,-8,90,-112,04
9,4,C2:6084,9,0,38,F8,-8,D0,-48,04
9,4,C2:6084,9,1,78,F8,-8,B0,-80,02
9,4,C2:6084,9,2,78,F8,-8,C0,-64,00
9,4,C2:6084,9,3,78,F8,-8,90,-112,02
9,4,C2:6084,9,4,78,F8,-8,A0,-96,00
9,4,C2:6084,9,5,78,F8,-8,70,112,02
9,4,C2:6084,9,6,78,F8,-8,80,-128,00
9,4,C2:6084,9,7,78,F8,-8,50,80,02
9,5,C2:60A9,1,0,38,F8,-8,D0,-48,06
9,6,C2:60AE,1,0,38,F8,-8,D0,-48,08
9,7,C2:60B3,1,0,38,F8,-8,E0,-32,06
9,8,C2:60B8,1,0,38,F8,-8,E0,-32,08
9,9,C2:60BD,1,0,38,F8,-8,F0,-16,06
9,10,C2:60C2,1,0,38,F8,-8,F0,-16,08
9,11,C2:60C7,1,0,38,F0,-16,D0,-48,06
9,12,C2:60CC,1,0,38,F0,-16,D0,-48,08
9,13,C2:60D1,1,0,28,00,0,E0,-32,06
9,14,C2:60D6,1,0,28,00,0,E0,-32,08
9,15,C2:60DB,1,0,38,F0,-16,F0,-16,06
9,16,C2:60E0,1,0,38,F0,-16,F0,-16,08
10,1,C2:01A8,6,0,70,FF,-1,D8,-40,08
10,1,C2:01A8,6,1,30,F8,-8,D8,-40,08
10,1,C2:01A8,6,2,78,FF,-1,F0,-16,02
10,1,C2:01A8,6,3,38,F0,-16,F0,-16,02
10,1,C2:01A8,6,4,78,FF,-1,E0,-32,00
10,1,C2:01A8,6,5,38,F0,-16,E0,-32,00
10,2,C2:01CD,6,0,38,F0,-16,F0,-16,06
10,2,C2:01CD,6,1,38,F0,-16,E0,-32,04
10,2,C2:01CD,6,2,70,FF,-1,D8,-40,08
10,2,C2:01CD,6,3,30,F8,-8,D8,-40,08
10,2,C2:01CD,6,4,78,FF,-1,F0,-16,02
10,2,C2:01CD,6,5,78,FF,-1,E0,-32,00
10,3,C2:01F2,6,0,20,00,0,E6,-26,01
10,3,C2:01F2,6,1,20,00,0,F6,-10,04
10,3,C2:01F2,6,2,30,F8,-8,F6,-10,03
10,3,C2:01F2,6,3,20,00,0,EE,-18,02
10,3,C2:01F2,6,4,30,F8,-8,EE,-18,00
10,3,C2:01F2,6,5,70,F9,-7,E6,-26,01
10,4,C2:020B,6,0,70,F8,-8,E6,-26,01
10,4,C2:020B,6,1,70,F8,-8,F6,-10,04
10,4,C2:020B,6,2,60,00,0,F6,-10,03
10,4,C2:020B,6,3,70,F8,-8,EE,-18,02
10,4,C2:020B,6,4,60,00,0,EE,-18,00
10,4,C2:020B,6,5,30,FF,-1,E6,-26,01
10,5,C2:0224,2,0,60,01,1,F9,-7,05
10,5,C2:0224,2,1,30,F9,-7,F9,-7,05
10,6,C2:022D,2,0,60,00,0,F9,-7,05
10,6,C2:022D,2,1,30,F8,-8,F9,-7,05
10,7,C2:023C,9,0,20,03,3,D0,-48,02
10,7,C2:023C,9,1,20,03,3,C8,-56,1F
10,7,C2:023C,9,2,30,FB,-5,C0,-64,0F
10,7,C2:023C,9,3,30,FB,-5,C8,-56,0E
10,7,C2:023C,9,4,20,03,3,D8,-40,12
10,7,C2:023C,9,5,20,03,3,E0,-32,05
10,7,C2:023C,9,6,20,03,3,E8,-24,15
10,7,C2:023C,9,7,38,F3,-13,D0,-48,00
10,8,C2:0261,9,0,70,F4,-12,D0,-48,02
10,8,C2:0261,9,1,70,F4,-12,C8,-56,1F
10,8,C2:0261,9,2,70,FC,-4,C0,-64,0F
10,8,C2:0261,9,3,70,FC,-4,C8,-56,0E
10,8,C2:0261,9,4,70,F4,-12,D8,-40,12
10,8,C2:0261,9,5,70,F4,-12,E0,-32,05
10,8,C2:0261,9,6,70,F4,-12,E8,-24,15
10,8,C2:0261,9,7,78,FC,-4,D0,-48,00
10,9,C2:0286,2,0,38,F8,-8,D0,-48,06
10,9,C2:0286,2,1,38,F8,-8,E0,-32,08
10,10,C2:028F,2,0,38,F8,-8,E0,-32,0C
10,10,C2:028F,2,1,38,F8,-8,D0,-48,0A
10,11,C2:0298,2,0,78,F7,-9,D0,-48,06
10,11,C2:0298,2,1,78,F7,-9,E0,-32,08
10,12,C2:02A1,2,0,78,F7,-9,E0,-32,0C
10,12,C2:02A1,2,1,78,F7,-9,D0,-48,0A
10,13,C2:02BA,5,0,20,00,0,FC,-4,06
10,13,C2:02BA,5,1,30,F8,-8,FC,-4,05
10,13,C2:02BA,5,2,30,F0,-16,FC,-4,04
10,13,C2:02BA,5,3,28,00,0,EC,-20,02
10,13,C2:02BA,5,4,38,F0,-16,EC,-20,00
10,14,C2:02CF,11,0,20,08,8,F4,-12,16
10,14,C2:02CF,11,1,20,00,0,F4,-12,15
10,14,C2:02CF,11,2,20,08,8,EC,-20,03
10,14,C2:02CF,11,3,20,00,0,EC,-20,02
10,14,C2:02CF,11,4,30,F8,-8,F4,-12,11
10,14,C2:02CF,11,5,30,F8,-8,EC,-20,01
10,14,C2:02CF,11,6,30,F0,-16,F4,-12,10
10,14,C2:02CF,11,7,30,F0,-16,EC,-20,14
10,15,C2:02FC,5,0,28,00,0,EC,-20,07
10,15,C2:02FC,5,1,20,00,0,FC,-4,06
10,15,C2:02FC,5,2,30,F8,-8,FC,-4,05
10,15,C2:02FC,5,3,30,F0,-16,FC,-4,04
10,15,C2:02FC,5,4,38,F0,-16,EC,-20,00
10,16,C2:0311,5,0,28,00,0,EC,-20,09
10,16,C2:0311,5,1,20,00,0,FC,-4,06
10,16,C2:0311,5,2,30,F8,-8,FC,-4,05
10,16,C2:0311,5,3,30,F0,-16,FC,-4,04
10,16,C2:0311,5,4,38,F0,-16,EC,-20,00
11,1,C2:1E32,18,0,30,E4,-28,B8,-72,2E
11,1,C2:1E32,18,1,30,E4,-28,B0,-80,1F
11,1,C2:1E32,18,2,20,1C,28,B2,-78,2D
11,1,C2:1E32,18,3,20,1C,28,AA,-86,1E
11,1,C2:1E32,18,4,20,04,4,D0,-48,19
11,1,C2:1E32,18,5,30,FE,-2,D0,-48,18
11,1,C2:1E32,18,6,38,EE,-18,D0,-48,16
11,1,C2:1E32,18,7,28,0C,12,C8,-56,0A
11,2,C2:1E7B,18,0,30,E4,-28,B6,-74,2E
11,2,C2:1E7B,18,1,30,E4,-28,AE,-82,1F
11,2,C2:1E7B,18,2,20,1C,28,B0,-80,2D
11,2,C2:1E7B,18,3,20,1C,28,A8,-88,1E
11,2,C2:1E7B,18,4,20,04,4,CE,-50,19
11,2,C2:1E7B,18,5,30,FE,-2,CE,-50,18
11,2,C2:1E7B,18,6,38,EE,-18,CE,-50,16
11,2,C2:1E7B,18,7,28,0C,12,C6,-58,0A
11,3,C2:1EC4,18,0,30,E4,-28,B5,-75,2E
11,3,C2:1EC4,18,1,30,E4,-28,AD,-83,1F
11,3,C2:1EC4,18,2,20,1C,28,AF,-81,2D
11,3,C2:1EC4,18,3,20,1C,28,A7,-89,1E
11,3,C2:1EC4,18,4,20,04,4,CD,-51,19
11,3,C2:1EC4,18,5,30,FE,-2,CD,-51,18
11,3,C2:1EC4,18,6,38,EE,-18,CD,-51,16
11,3,C2:1EC4,18,7,28,0C,12,C5,-59,0A
11,4,C2:1F0D,34,0,30,EC,-20,B0,-80,10
11,4,C2:1F0D,34,1,20,14,20,B0,-80,15
11,4,C2:1F0D,34,2,20,0C,12,B0,-80,14
11,4,C2:1F0D,34,3,20,04,4,B0,-80,13
11,4,C2:1F0D,34,4,30,FC,-4,B0,-80,12
11,4,C2:1F0D,34,5,30,F4,-12,B0,-80,11
11,4,C2:1F0D,34,6,20,14,20,A8,-88,05
11,4,C2:1F0D,34,7,20,0C,12,A8,-88,1C
11,5,C2:1F96,34,0,30,EC,-20,AE,-82,10
11,5,C2:1F96,34,1,20,14,20,AE,-82,15
11,5,C2:1F96,34,2,20,0C,12,AE,-82,14
11,5,C2:1F96,34,3,20,04,4,AE,-82,13
11,5,C2:1F96,34,4,30,FC,-4,AE,-82,12
11,5,C2:1F96,34,5,30,F4,-12,AE,-82,11
11,5,C2:1F96,34,6,20,14,20,A6,-90,05
11,5,C2:1F96,34,7,20,0C,12,A6,-90,1C
11,6,C2:201F,34,0,30,EC,-20,AB,-85,10
11,6,C2:201F,34,1,20,14,20,AB,-85,15
11,6,C2:201F,34,2,20,0C,12,AB,-85,14
11,6,C2:201F,34,3,20,04,4,AB,-85,13
11,6,C2:201F,34,4,30,FC,-4,AB,-85,12
11,6,C2:201F,34,5,30,F4,-12,AB,-85,11
11,6,C2:201F,34,6,20,14,20,A3,-93,05
11,6,C2:201F,34,7,20,0C,12,A3,-93,1C
11,7,C2:20A8,12,0,C0,10,16,00,0,2F
11,7,C2:20A8,12,1,80,08,8,00,0,3A
11,7,C2:20A8,12,2,80,00,0,00,0,3A
11,7,C2:20A8,12,3,90,F8,-8,00,0,3A
11,7,C2:20A8,12,4,90,F0,-16,00,0,3A
11,7,C2:20A8,12,5,60,10,16,F8,-8,2F
11,7,C2:20A8,12,6,20,08,8,F8,-8,3A
11,7,C2:20A8,12,7,20,00,0,F8,-8,3A
11,8,C2:20D9,12,0,C0,10,16,00,0,3E
11,8,C2:20D9,12,1,60,10,16,F8,-8,3E
11,8,C2:20D9,12,2,90,E8,-24,00,0,3E
11,8,C2:20D9,12,3,30,E8,-24,F8,-8,3E
11,8,C2:20D9,12,4,C0,08,8,00,0,3B
11,8,C2:20D9,12,5,60,08,8,F8,-8,3B
11,8,C2:20D9,12,6,90,F0,-16,00,0,3B
11,8,C2:20D9,12,7,30,F0,-16,F8,-8,3B
11,9,C2:210A,12,0,60,10,16,F8,-8,3D
11,9,C2:210A,12,1,C0,10,16,00,0,3D
11,9,C2:210A,12,2,90,E8,-24,00,0,3D
11,9,C2:210A,12,3,30,E8,-24,F8,-8,3D
11,9,C2:210A,12,4,C0,08,8,00,0,3C
11,9,C2:210A,12,5,60,08,8,F8,-8,3C
11,9,C2:210A,12,6,90,F0,-16,00,0,3C
11,9,C2:210A,12,7,30,F0,-16,F8,-8,3C
11,10,C2:213B,18,0,30,E4,-28,D8,-40,2E
11,10,C2:213B,18,1,30,E4,-28,D0,-48,1F
11,10,C2:213B,18,2,20,1C,28,D2,-46,2D
11,10,C2:213B,18,3,20,1C,28,CA,-54,1E
11,10,C2:213B,18,4,20,04,4,F0,-16,19
11,10,C2:213B,18,5,30,FE,-2,F0,-16,18
11,10,C2:213B,18,6,38,EE,-18,F0,-16,16
11,10,C2:213B,18,7,28,0C,12,E8,-24,0A
11,11,C2:2184,18,0,30,E4,-28,D4,-44,2E
11,11,C2:2184,18,1,30,E4,-28,CC,-52,1F
11,11,C2:2184,18,2,20,1C,28,CE,-50,2D
11,11,C2:2184,18,3,20,1C,28,C6,-58,1E
11,11,C2:2184,18,4,20,04,4,EC,-20,19
11,11,C2:2184,18,5,30,FE,-2,EC,-20,18
11,11,C2:2184,18,6,38,EE,-18,EC,-20,16
11,11,C2:2184,18,7,28,0C,12,E4,-28,0A
11,12,C2:21CD,18,0,30,E4,-28,A8,-88,2E
11,12,C2:21CD,18,1,30,E4,-28,A0,-96,1F
11,12,C2:21CD,18,2,20,1C,28,A2,-94,2D
11,12,C2:21CD,18,3,20,1C,28,9A,-102,1E
11,12,C2:21CD,18,4,20,04,4,C0,-64,19
11,12,C2:21CD,18,5,30,FE,-2,C0,-64,18
11,12,C2:21CD,18,6,38,EE,-18,C0,-64,16
11,12,C2:21CD,18,7,28,0C,12,B8,-72,0A
11,13,C2:2216,34,0,30,EC,-20,D0,-48,10
11,13,C2:2216,34,1,20,14,20,D0,-48,15
11,13,C2:2216,34,2,20,0C,12,D0,-48,14
11,13,C2:2216,34,3,20,04,4,D0,-48,13
11,13,C2:2216,34,4,30,FC,-4,D0,-48,12
11,13,C2:2216,34,5,30,F4,-12,D0,-48,11
11,13,C2:2216,34,6,20,14,20,C8,-56,05
11,13,C2:2216,34,7,20,0C,12,C8,-56,1C
11,14,C2:229F,34,0,30,EC,-20,CC,-52,10
11,14,C2:229F,34,1,20,14,20,CC,-52,15
11,14,C2:229F,34,2,20,0C,12,CC,-52,14
11,14,C2:229F,34,3,20,04,4,CC,-52,13
11,14,C2:229F,34,4,30,FC,-4,CC,-52,12
11,14,C2:229F,34,5,30,F4,-12,CC,-52,11
11,14,C2:229F,34,6,20,14,20,C4,-60,05
11,14,C2:229F,34,7,20,0C,12,C4,-60,1C
11,15,C2:2328,34,0,30,EC,-20,A0,-96,10
11,15,C2:2328,34,1,20,14,20,A0,-96,15
11,15,C2:2328,34,2,20,0C,12,A0,-96,14
11,15,C2:2328,34,3,20,04,4,A0,-96,13
11,15,C2:2328,34,4,30,FC,-4,A0,-96,12
11,15,C2:2328,34,5,30,F4,-12,A0,-96,11
11,15,C2:2328,34,6,20,14,20,98,-104,05
11,15,C2:2328,34,7,20,0C,12,98,-104,1C
11,16,C2:23B1,14,0,90,FC,-4,00,0,3A
11,16,C2:23B1,14,1,30,FC,-4,F8,-8,3A
11,16,C2:23B1,14,2,C0,14,20,00,0,2F
11,16,C2:23B1,14,3,80,0C,12,00,0,3A
11,16,C2:23B1,14,4,80,04,4,00,0,3A
11,16,C2:23B1,14,5,90,F4,-12,00,0,3A
11,16,C2:23B1,14,6,90,EC,-20,00,0,3A
11,16,C2:23B1,14,7,60,14,20,F8,-8,2F
12,1,C3:0D99,28,0,20,0B,11,C8,-56,00
12,1,C3:0D99,28,1,20,13,19,C8,-56,10
12,1,C3:0D99,28,2,20,14,20,D0,-48,06
12,1,C3:0D99,28,3,20,0C,12,D0,-48,05
12,1,C3:0D99,28,4,20,04,4,D0,-48,04
12,1,C3:0D99,28,5,30,FC,-4,D0,-48,03
12,1,C3:0D99,28,6,30,F4,-12,D0,-48,02
12,1,C3:0D99,28,7,20,13,19,D8,-40,16
12,2,C3:0E0A,32,0,20,23,35,CE,-50,3D
12,2,C3:0E0A,32,1,20,1B,27,CA,-54,2D
12,2,C3:0E0A,32,2,20,1B,27,D2,-46,2C
12,2,C3:0E0A,32,3,20,1B,27,DA,-38,3C
12,2,C3:0E0A,32,4,20,0C,12,D0,-48,3A
12,2,C3:0E0A,32,5,20,13,19,D8,-40,2B
12,2,C3:0E0A,32,6,20,13,19,E0,-32,3B
12,2,C3:0E0A,32,7,20,13,19,E8,-24,1C
12,3,C3:0E8B,31,0,20,0B,11,E8,-24,1B
12,3,C3:0E8B,31,1,20,13,19,E8,-24,1C
12,3,C3:0E8B,31,2,20,13,19,E0,-32,0C
12,3,C3:0E8B,31,3,20,0B,11,E0,-32,01
12,3,C3:0E8B,31,4,20,00,0,F8,-8,38
12,3,C3:0E8B,31,5,20,08,8,F8,-8,39
12,3,C3:0E8B,31,6,30,F8,-8,F8,-8,37
12,3,C3:0E8B,31,7,20,0B,11,F0,-16,2A
12,4,C3:0F08,31,0,30,F8,-8,F8,-8,3E
12,4,C3:0F08,31,1,20,00,0,F8,-8,3F
12,4,C3:0F08,31,2,20,08,8,F8,-8,41
12,4,C3:0F08,31,3,20,03,3,F0,-16,40
12,4,C3:0F08,31,4,30,FB,-5,F0,-16,2F
12,4,C3:0F08,31,5,30,F3,-13,F0,-16,2E
12,4,C3:0F08,31,6,20,0B,11,E8,-24,1B
12,4,C3:0F08,31,7,20,13,19,E8,-24,1C
12,5,C3:0FA1,18,0,20,0D,13,F8,-8,29
12,5,C3:0FA1,18,1,38,FD,-3,F0,-16,27
12,5,C3:0FA1,18,2,38,ED,-19,F0,-16,25
12,5,C3:0FA1,18,3,20,0D,13,E8,-24,34
12,5,C3:0FA1,18,4,20,0D,13,E0,-32,24
12,5,C3:0FA1,18,5,38,FD,-3,E0,-32,22
12,5,C3:0FA1,18,6,38,ED,-19,E0,-32,20
12,5,C3:0FA1,18,7,30,E5,-27,E0,-32,0F
12,6,C3:0FEA,24,0,30,E5,-27,B8,-72,10
12,6,C3:0FEA,24,1,30,E5,-27,B0,-80,39
12,6,C3:0FEA,24,2,30,ED,-19,B0,-80,01
12,6,C3:0FEA,24,3,30,F5,-11,B0,-80,02
12,6,C3:0FEA,24,4,30,FD,-3,B0,-80,03
12,6,C3:0FEA,24,5,30,ED,-19,B8,-72,11
12,6,C3:0FEA,24,6,30,F5,-11,B8,-72,12
12,6,C3:0FEA,24,7,30,FD,-3,B8,-72,13
12,7,C3:104B,24,0,30,ED,-19,B0,-80,2A
12,7,C3:104B,24,1,30,E5,-27,B8,-72,10
12,7,C3:104B,24,2,30,E5,-27,B0,-80,00
12,7,C3:104B,24,3,30,F5,-11,B0,-80,02
12,7,C3:104B,24,4,30,FD,-3,B0,-80,03
12,7,C3:104B,24,5,30,ED,-19,B8,-72,11
12,7,C3:104B,24,6,30,F5,-11,B8,-72,12
12,7,C3:104B,24,7,30,FD,-3,B8,-72,13
12,8,C3:10AC,24,0,30,F5,-11,B0,-80,2B
12,8,C3:10AC,24,1,30,ED,-19,B0,-80,01
12,8,C3:10AC,24,2,30,E5,-27,B8,-72,10
12,8,C3:10AC,24,3,30,E5,-27,B0,-80,00
12,8,C3:10AC,24,4,30,FD,-3,B0,-80,03
12,8,C3:10AC,24,5,30,ED,-19,B8,-72,11
12,8,C3:10AC,24,6,30,F5,-11,B8,-72,12
12,8,C3:10AC,24,7,30,FD,-3,B8,-72,13
12,9,C3:110D,24,0,30,FD,-3,B0,-80,3A
12,9,C3:110D,24,1,30,F5,-11,B0,-80,02
12,9,C3:110D,24,2,30,ED,-19,B0,-80,01
12,9,C3:110D,24,3,30,E5,-27,B8,-72,10
12,9,C3:110D,24,4,30,E5,-27,B0,-80,00
12,9,C3:110D,24,5,30,ED,-19,B8,-72,11
12,9,C3:110D,24,6,30,F5,-11,B8,-72,12
12,9,C3:110D,24,7,30,FD,-3,B8,-72,13
12,10,C3:1192,26,0,30,FB,-5,F8,-8,3B
12,10,C3:1192,26,1,30,F3,-13,F8,-8,2B
12,10,C3:1192,26,2,30,EB,-21,F0,-16,36
12,10,C3:1192,26,3,20,03,3,F8,-8,26
12,10,C3:1192,26,4,28,03,3,E8,-24,29
12,10,C3:1192,26,5,38,F3,-13,E8,-24,27
12,10,C3:1192,26,6,28,03,3,D8,-40,24
12,10,C3:1192,26,7,38,F3,-13,D8,-40,22
12,11,C3:11FF,28,0,30,F5,-11,F8,-8,02
12,11,C3:11FF,28,1,20,0C,12,F8,-8,52
12,11,C3:11FF,28,2,20,04,4,F8,-8,42
12,11,C3:11FF,28,3,28,15,21,E8,-24,40
12,11,C3:11FF,28,4,28,05,5,E8,-24,2E
12,11,C3:11FF,28,5,38,F5,-11,E8,-24,2C
12,11,C3:11FF,28,6,38,E5,-27,E8,-24,2A
12,11,C3:11FF,28,7,20,17,23,E0,-32,39
12,12,C3:1274,54,0,30,F8,-8,F5,-11,5E
12,12,C3:1274,54,1,20,00,0,ED,-19,4F
12,12,C3:1274,54,2,30,F8,-8,ED,-19,4E
12,12,C3:1274,54,3,20,08,8,ED,-19,62
12,12,C3:1274,54,4,30,F0,-16,ED,-19,58
12,12,C3:1274,54,5,30,F8,-8,F5,-11,5E
12,12,C3:1274,54,6,20,00,0,ED,-19,4F
12,12,C3:1274,54,7,30,F8,-8,ED,-19,4E
12,13,C3:134D,55,0,20,08,8,DD,-35,74
12,13,C3:134D,55,1,20,10,16,CD,-51,73
12,13,C3:134D,55,2,20,10,16,D5,-43,72
12,13,C3:134D,55,3,20,10,16,DD,-35,71
12,13,C3:134D,55,4,20,00,0,ED,-19,4F
12,13,C3:134D,55,5,30,F8,-8,F5,-11,5E
12,13,C3:134D,55,6,30,F8,-8,ED,-19,4E
12,13,C3:134D,55,7,30,E0,-32,DD,-35,52
12,14,C3:1432,19,0,28,18,24,F0,-16,2D
12,14,C3:1432,19,1,20,1D,29,D8,-40,3A
12,14,C3:1432,19,2,20,20,32,E8,-24,3C
12,14,C3:1432,19,3,20,20,32,E0,-32,2C
12,14,C3:1432,19,4,20,08,8,B8,-72,2B
12,14,C3:1432,19,5,20,00,0,B8,-72,2A
12,14,C3:1432,19,6,28,00,0,F0,-16,28
12,14,C3:1432,19,7,38,F0,-16,F0,-16,26
12,15,C3:147F,25,0,20,00,0,D0,-48,3B
12,15,C3:147F,25,1,20,08,8,D0,-48,2F
12,15,C3:147F,25,2,20,10,16,D0,-48,0B
12,15,C3:147F,25,3,20,10,16,D8,-40,1B
12,15,C3:147F,25,4,20,08,8,D8,-40,1A
12,15,C3:147F,25,5,20,00,0,D8,-40,19
12,15,C3:147F,25,6,30,F8,-8,D8,-40,18
12,15,C3:147F,25,7,30,F8,-8,D0,-48,08
12,16,C3:14EE,22,0,20,15,21,E8,-24,08
12,16,C3:14EE,22,1,20,15,21,F8,-8,2B
12,16,C3:14EE,22,2,28,05,5,F0,-16,29
12,16,C3:14EE,22,3,38,F5,-11,F0,-16,27
12,16,C3:14EE,22,4,38,E5,-27,F0,-16,25
12,16,C3:14EE,22,5,20,0D,13,E8,-24,34
12,16,C3:14EE,22,6,20,0D,13,E0,-32,24
12,16,C3:14EE,22,7,38,FD,-3,E0,-32,22
13,1,C3:3904,38,0,30,E0,-32,C8,-56,56
13,1,C3:3904,38,1,20,18,24,A0,-96,48
13,1,C3:3904,38,2,20,18,24,A8,-88,49
13,1,C3:3904,38,3,20,25,37,F8,-8,4F
13,1,C3:3904,38,4,28,15,21,EF,-17,44
13,1,C3:3904,38,5,28,15,21,DF,-33,42
13,1,C3:3904,38,6,30,E0,-32,B8,-72,4C
13,1,C3:3904,38,7,30,E1,-31,E9,-23,50
13,2,C3:39A1,24,0,20,16,22,D8,-40,0D
13,2,C3:39A1,24,1,20,1E,30,D8,-40,1C
13,2,C3:39A1,24,2,20,1E,30,D0,-48,0C
13,2,C3:39A1,24,3,20,1E,30,C8,-56,1B
13,2,C3:39A1,24,4,20,1E,30,C0,-64,0B
13,2,C3:39A1,24,5,28,0E,14,C8,-56,29
13,2,C3:39A1,24,6,30,FE,-2,D0,-48,38
13,2,C3:39A1,24,7,20,06,6,C8,-56,28
13,3,C3:3A02,24,0,20,15,21,D8,-40,0D
13,3,C3:3A02,24,1,20,1D,29,D8,-40,1C
13,3,C3:3A02,24,2,20,1D,29,D0,-48,0C
13,3,C3:3A02,24,3,20,1D,29,C8,-56,1B
13,3,C3:3A02,24,4,20,1D,29,C0,-64,0B
13,3,C3:3A02,24,5,28,0D,13,C8,-56,29
13,3,C3:3A02,24,6,30,FD,-3,D0,-48,38
13,3,C3:3A02,24,7,20,05,5,C8,-56,28
13,4,C3:3A63,24,0,20,14,20,D7,-41,0D
13,4,C3:3A63,24,1,20,1C,28,D7,-41,1C
13,4,C3:3A63,24,2,20,1C,28,CF,-49,0C
13,4,C3:3A63,24,3,20,1C,28,C7,-57,1B
13,4,C3:3A63,24,4,20,1C,28,BF,-65,0B
13,4,C3:3A63,24,5,28,0C,12,C7,-57,29
13,4,C3:3A63,24,6,30,FC,-4,CF,-49,38
13,4,C3:3A63,24,7,20,04,4,C7,-57,28
13,5,C3:3AC4,24,0,20,15,21,D6,-42,0D
13,5,C3:3AC4,24,1,20,1D,29,D6,-42,1C
13,5,C3:3AC4,24,2,20,1D,29,CE,-50,0C
13,5,C3:3AC4,24,3,20,1D,29,C6,-58,1B
13,5,C3:3AC4,24,4,20,1D,29,BE,-66,0B
13,5,C3:3AC4,24,5,28,0D,13,C6,-58,29
13,5,C3:3AC4,24,6,30,FD,-3,CE,-50,38
13,5,C3:3AC4,24,7,20,05,5,C6,-58,28
13,6,C3:3B25,24,0,20,16,22,D6,-42,0D
13,6,C3:3B25,24,1,20,1E,30,D6,-42,1C
13,6,C3:3B25,24,2,20,1E,30,CE,-50,0C
13,6,C3:3B25,24,3,20,1E,30,C6,-58,1B
13,6,C3:3B25,24,4,20,1E,30,BE,-66,0B
13,6,C3:3B25,24,5,28,0E,14,C6,-58,29
13,6,C3:3B25,24,6,30,FE,-2,CE,-50,38
13,6,C3:3B25,24,7,20,06,6,C6,-58,28
13,7,C3:3B86,24,0,20,17,23,D6,-42,0D
13,7,C3:3B86,24,1,20,1F,31,D6,-42,1C
13,7,C3:3B86,24,2,20,1F,31,CE,-50,0C
13,7,C3:3B86,24,3,20,1F,31,C6,-58,1B
13,7,C3:3B86,24,4,20,1F,31,BE,-66,0B
13,7,C3:3B86,24,5,28,0F,15,C6,-58,29
13,7,C3:3B86,24,6,30,FF,-1,CE,-50,38
13,7,C3:3B86,24,7,20,07,7,C6,-58,28
13,8,C3:3BE7,24,0,20,18,24,D7,-41,0D
13,8,C3:3BE7,24,1,20,20,32,D7,-41,1C
13,8,C3:3BE7,24,2,20,20,32,CF,-49,0C
13,8,C3:3BE7,24,3,20,20,32,C7,-57,1B
13,8,C3:3BE7,24,4,20,20,32,BF,-65,0B
13,8,C3:3BE7,24,5,28,10,16,C7,-57,29
13,8,C3:3BE7,24,6,20,00,0,CF,-49,38
13,8,C3:3BE7,24,7,20,08,8,C7,-57,28
13,9,C3:3C48,24,0,20,17,23,D8,-40,0D
13,9,C3:3C48,24,1,20,1F,31,D8,-40,1C
13,9,C3:3C48,24,2,20,1F,31,D0,-48,0C
13,9,C3:3C48,24,3,20,1F,31,C8,-56,1B
13,9,C3:3C48,24,4,20,1F,31,C0,-64,0B
13,9,C3:3C48,24,5,28,0F,15,C8,-56,29
13,9,C3:3C48,24,6,30,FF,-1,D0,-48,38
13,9,C3:3C48,24,7,20,07,7,C8,-56,28
13,10,C3:3CA9,16,0,E0,00,0,FA,-6,3C
13,10,C3:3CA9,16,1,E0,08,8,FA,-6,2C
13,10,C3:3CA9,16,2,E0,10,16,FA,-6,3B
13,10,C3:3CA9,16,3,E0,18,24,FA,-6,2B
13,10,C3:3CA9,16,4,B0,F8,-8,FA,-6,3C
13,10,C3:3CA9,16,5,B0,F0,-16,FA,-6,2C
13,10,C3:3CA9,16,6,B0,E8,-24,FA,-6,3B
13,10,C3:3CA9,16,7,B0,E0,-32,FA,-6,2B
13,11,C3:3CEA,16,0,F0,FF,-1,FA,-6,3C
13,11,C3:3CEA,16,1,E0,07,7,FA,-6,2C
13,11,C3:3CEA,16,2,E0,0F,15,FA,-6,3B
13,11,C3:3CEA,16,3,E0,17,23,FA,-6,2B
13,11,C3:3CEA,16,4,B0,F7,-9,FA,-6,3C
13,11,C3:3CEA,16,5,B0,EF,-17,FA,-6,2C
13,11,C3:3CEA,16,6,B0,E7,-25,FA,-6,3B
13,11,C3:3CEA,16,7,B0,DF,-33,FA,-6,2B
13,12,C3:3D2B,16,0,F0,FE,-2,FA,-6,3C
13,12,C3:3D2B,16,1,E0,06,6,FA,-6,2C
13,12,C3:3D2B,16,2,E0,0E,14,FA,-6,3B
13,12,C3:3D2B,16,3,E0,16,22,FA,-6,2B
13,12,C3:3D2B,16,4,B0,F6,-10,FA,-6,3C
13,12,C3:3D2B,16,5,B0,EE,-18,FA,-6,2C
13,12,C3:3D2B,16,6,B0,E6,-26,FA,-6,3B
13,12,C3:3D2B,16,7,B0,DE,-34,FA,-6,2B
13,13,C3:3D6C,16,0,E0,01,1,FA,-6,3C
13,13,C3:3D6C,16,1,E0,09,9,FA,-6,2C
13,13,C3:3D6C,16,2,E0,11,17,FA,-6,3B
13,13,C3:3D6C,16,3,E0,19,25,FA,-6,2B
13,13,C3:3D6C,16,4,B0,F9,-7,FA,-6,3C
13,13,C3:3D6C,16,5,B0,F1,-15,FA,-6,2C
13,13,C3:3D6C,16,6,B0,E9,-23,FA,-6,3B
