screen_index,screen_vram_base,screen_x,screen_y,x,y,global_x_assuming_4x4,global_y_assuming_4x4,entry_hex,tile,tile_hex,tile_vram_offset_if_charbase_8000_4bpp,palette,hflip,vflip,priority
1,0x0800,1,0,16,22,48,22,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,17,22,49,22,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,18,22,50,22,0x5F12,786,0x312,0xE240,5,1,1,0
1,0x0800,1,0,19,22,51,22,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,20,22,52,22,0x2C12,18,0x012,0x8240,2,1,1,0
1,0x0800,1,0,21,22,53,22,0x2C13,19,0x013,0x8260,2,1,1,0
1,0x0800,1,0,22,22,54,22,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,23,22,55,22,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,24,22,56,22,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,25,22,57,22,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,26,22,58,22,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,27,22,59,22,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,28,22,60,22,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,29,22,61,22,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,30,22,62,22,0x2C12,18,0x012,0x8240,2,1,1,0
1,0x0800,1,0,31,22,63,22,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,0,23,32,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,1,23,33,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,2,23,34,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,3,23,35,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,4,23,36,23,0x5F12,786,0x312,0xE240,5,1,1,0
1,0x0800,1,0,5,23,37,23,0x2C13,19,0x013,0x8260,2,1,1,0
1,0x0800,1,0,6,23,38,23,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,7,23,39,23,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,8,23,40,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,9,23,41,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,10,23,42,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,11,23,43,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,12,23,44,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,13,23,45,23,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,14,23,46,23,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,15,23,47,23,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,16,23,48,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,17,23,49,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,18,23,50,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,19,23,51,23,0x5F13,787,0x313,0xE260,5,1,1,0
1,0x0800,1,0,20,23,52,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,21,23,53,23,0x2C13,19,0x013,0x8260,2,1,1,0
1,0x0800,1,0,22,23,54,23,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,23,23,55,23,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,24,23,56,23,0x5F12,786,0x312,0xE240,5,1,1,0
1,0x0800,1,0,25,23,57,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,26,23,58,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,27,23,59,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,28,23,60,23,0x2A12,530,0x212,0xC240,2,0,1,0
1,0x0800,1,0,29,23,61,23,0x2A13,531,0x213,0xC260,2,0,1,0
1,0x0800,1,0,30,23,62,23,0x2C12,18,0x012,0x8240,2,1,1,0
1,0x0800,1,0,31,23,63,23,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,0,24,32,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,1,24,33,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,2,24,34,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,3,24,35,24,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,4,24,36,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,5,24,37,24,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,6,24,38,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,7,24,39,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,8,24,40,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,9,24,41,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,10,24,42,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,11,24,43,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,12,24,44,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,13,24,45,24,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,14,24,46,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,15,24,47,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,16,24,48,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,17,24,49,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,18,24,50,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,19,24,51,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,20,24,52,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,21,24,53,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,22,24,54,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,23,24,55,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,24,24,56,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,25,24,57,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,26,24,58,24,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,27,24,59,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,28,24,60,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,29,24,61,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,30,24,62,24,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,31,24,63,24,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,0,25,32,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,1,25,33,25,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,2,25,34,25,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,3,25,35,25,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,4,25,36,25,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,5,25,37,25,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,6,25,38,25,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,7,25,39,25,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,8,25,40,25,0x2F02,770,0x302,0xE040,2,1,1,0
1,0x0800,1,0,9,25,41,25,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,10,25,42,25,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,11,25,43,25,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,12,25,44,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,13,25,45,25,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,14,25,46,25,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,15,25,47,25,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,16,25,48,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,17,25,49,25,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,18,25,50,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,19,25,51,25,0x2F03,771,0x303,0xE060,2,1,1,0
1,0x0800,1,0,20,25,52,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,21,25,53,25,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,22,25,54,25,0x2F02,770,0x302,0xE040,2,1,1,0
1,0x0800,1,0,23,25,55,25,0x2F03,771,0x303,0xE060,2,1,1,0
1,0x0800,1,0,24,25,56,25,0x2202,514,0x202,0xC040,2,0,0,0
1,0x0800,1,0,25,25,57,25,0x2303,771,0x303,0xE060,2,0,0,0
1,0x0800,1,0,26,25,58,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,27,25,59,25,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,28,25,60,25,0x2302,770,0x302,0xE040,2,0,0,0
1,0x0800,1,0,29,25,61,25,0x2303,771,0x303,0xE060,2,0,0,0
1,0x0800,1,0,30,25,62,25,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,31,25,63,25,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,0,26,32,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,1,26,33,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,2,26,34,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,3,26,35,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,4,26,36,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,5,26,37,26,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,6,26,38,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,7,26,39,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,8,26,40,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,9,26,41,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,10,26,42,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,11,26,43,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,12,26,44,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,13,26,45,26,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,14,26,46,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,15,26,47,26,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,16,26,48,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,17,26,49,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,18,26,50,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,19,26,51,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,20,26,52,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,21,26,53,26,0x2D03,259,0x103,0xA060,2,1,1,0
1,0x0800,1,0,22,26,54,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,23,26,55,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,24,26,56,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,25,26,57,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,26,26,58,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,27,26,59,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,28,26,60,26,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,29,26,61,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,30,26,62,26,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,31,26,63,26,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,0,27,32,27,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,1,27,33,27,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,2,27,34,27,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,3,27,35,27,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,4,27,36,27,0x2D02,258,0x102,0xA040,2,1,1,0
1,0x0800,1,0,5,27,37,27,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,6,27,38,27,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,7,27,39,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,8,27,40,27,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,9,27,41,27,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,10,27,42,27,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,11,27,43,27,0x2F03,771,0x303,0xE060,2,1,1,0
1,0x0800,1,0,12,27,44,27,0x2E02,514,0x202,0xC040,2,1,1,0
1,0x0800,1,0,13,27,45,27,0x2E03,515,0x203,0xC060,2,1,1,0
1,0x0800,1,0,14,27,46,27,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,15,27,47,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,16,27,48,27,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,17,27,49,27,0x2F03,771,0x303,0xE060,2,1,1,0
1,0x0800,1,0,18,27,50,27,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,19,27,51,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,20,27,52,27,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,21,27,53,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,22,27,54,27,0x2102,258,0x102,0xA040,2,0,0,0
1,0x0800,1,0,23,27,55,27,0x2303,771,0x303,0xE060,2,0,0,0
1,0x0800,1,0,24,27,56,27,0x2302,770,0x302,0xE040,2,0,0,0
1,0x0800,1,0,25,27,57,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,26,27,58,27,0x2302,770,0x302,0xE040,2,0,0,0
1,0x0800,1,0,27,27,59,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,28,27,60,27,0x2F02,770,0x302,0xE040,2,1,1,0
1,0x0800,1,0,29,27,61,27,0x2103,259,0x103,0xA060,2,0,0,0
1,0x0800,1,0,30,27,62,27,0x2302,770,0x302,0xE040,2,0,0,0
1,0x0800,1,0,31,27,63,27,0x2203,515,0x203,0xC060,2,0,0,0
1,0x0800,1,0,0,28,32,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,1,28,33,28,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,2,28,34,28,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,3,28,35,28,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,4,28,36,28,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,5,28,37,28,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,6,28,38,28,0x2912,274,0x112,0xA240,2,0,1,0
1,0x0800,1,0,7,28,39,28,0x3113,275,0x113,0xA260,3,0,0,0
1,0x0800,1,0,8,28,40,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,9,28,41,28,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,10,28,42,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,11,28,43,28,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,12,28,44,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,13,28,45,28,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,14,28,46,28,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,15,28,47,28,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,16,28,48,28,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,17,28,49,28,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,18,28,50,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,19,28,51,28,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,20,28,52,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,21,28,53,28,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,22,28,54,28,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,23,28,55,28,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,24,28,56,28,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,25,28,57,28,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,26,28,58,28,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,27,28,59,28,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,28,28,60,28,0x2912,274,0x112,0xA240,2,0,1,0
1,0x0800,1,0,29,28,61,28,0x3113,275,0x113,0xA260,3,0,0,0
1,0x0800,1,0,30,28,62,28,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,31,28,63,28,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,0,29,32,29,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,1,29,33,29,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,2,29,34,29,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,3,29,35,29,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,4,29,36,29,0x2912,274,0x112,0xA240,2,0,1,0
1,0x0800,1,0,5,29,37,29,0x3113,275,0x113,0xA260,3,0,0,0
1,0x0800,1,0,6,29,38,29,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,7,29,39,29,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,8,29,40,29,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,9,29,41,29,0x2213,531,0x213,0xC260,2,0,0,0
1,0x0800,1,0,10,29,42,29,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,11,29,43,29,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,12,29,44,29,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,13,29,45,29,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,14,29,46,29,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,15,29,47,29,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,16,29,48,29,0x2212,530,0x212,0xC240,2,0,0,0
1,0x0800,1,0,17,29,49,29,0x2213,531,0x213,0xC260,2,0,0,0
1,0x0800,1,0,18,29,50,29,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,19,29,51,29,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,20,29,52,29,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,21,29,53,29,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,22,29,54,29,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,23,29,55,29,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,24,29,56,29,0x2312,786,0x312,0xE240,2,0,0,0
1,0x0800,1,0,25,29,57,29,0x2113,275,0x113,0xA260,2,0,0,0
1,0x0800,1,0,26,29,58,29,0x2112,274,0x112,0xA240,2,0,0,0
1,0x0800,1,0,27,29,59,29,0x2113,275,0x113,0xA260,2,0,0,0
1,0x0800,1,0,28,29,60,29,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,29,29,61,29,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,30,29,62,29,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,31,29,63,29,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,0,30,32,30,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,1,30,33,30,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,2,30,34,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,3,30,35,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,4,30,36,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,5,30,37,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,6,30,38,30,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,7,30,39,30,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,8,30,40,30,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,9,30,41,30,0x3113,275,0x113,0xA260,3,0,0,0
1,0x0800,1,0,10,30,42,30,0x2912,274,0x112,0xA240,2,0,1,0
1,0x0800,1,0,11,30,43,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,12,30,44,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,13,30,45,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,14,30,46,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,15,30,47,30,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,16,30,48,30,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,17,30,49,30,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,18,30,50,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,19,30,51,30,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,20,30,52,30,0x2D12,274,0x112,0xA240,2,1,1,0
1,0x0800,1,0,21,30,53,30,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,22,30,54,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,23,30,55,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,24,30,56,30,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,25,30,57,30,0x3113,275,0x113,0xA260,3,0,0,0
1,0x0800,1,0,26,30,58,30,0x2912,274,0x112,0xA240,2,0,1,0
1,0x0800,1,0,27,30,59,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,28,30,60,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,29,30,61,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,30,30,62,30,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,31,30,63,30,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,0,31,32,31,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,1,31,33,31,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,2,31,34,31,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,3,31,35,31,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,4,31,36,31,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,5,31,37,31,0x2D13,275,0x113,0xA260,2,1,1,0
1,0x0800,1,0,6,31,38,31,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,7,31,39,31,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,8,31,40,31,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,9,31,41,31,0x2513,275,0x113,0xA260,2,1,0,0
1,0x0800,1,0,10,31,42,31,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,11,31,43,31,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,12,31,44,31,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,13,31,45,31,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,14,31,46,31,0x2312,786,0x312,0xE240,2,0,0,0
1,0x0800,1,0,15,31,47,31,0x2213,531,0x213,0xC260,2,0,0,0
1,0x0800,1,0,16,31,48,31,0x2512,274,0x112,0xA240,2,1,0,0
1,0x0800,1,0,17,31,49,31,0x3113,275,0x113,0xA260,3,0,0,0
1,0x0800,1,0,18,31,50,31,0x2912,274,0x112,0xA240,2,0,1,0
1,0x0800,1,0,19,31,51,31,0x2E13,531,0x213,0xC260,2,1,1,0
1,0x0800,1,0,20,31,52,31,0x2E12,530,0x212,0xC240,2,1,1,0
1,0x0800,1,0,21,31,53,31,0x2313,787,0x313,0xE260,2,0,0,0
1,0x0800,1,0,22,31,54,31,0x2312,786,0x312,0xE240,2,0,0,0
1,0x0800,1,0,23,31,55,31,0x2313,787,0x313,0xE260,2,0,0,0
1,0x0800,1,0,24,31,56,31,0x3112,274,0x112,0xA240,3,0,0,0
1,0x0800,1,0,25,31,57,31,0x2913,275,0x113,0xA260,2,0,1,0
1,0x0800,1,0,26,31,58,31,0x2312,786,0x312,0xE240,2,0,0,0
1,0x0800,1,0,27,31,59,31,0x2413,19,0x013,0x8260,2,1,0,0
1,0x0800,1,0,28,31,60,31,0x2312,786,0x312,0xE240,2,0,0,0
1,0x0800,1,0,29,31,61,31,0x2313,787,0x313,0xE260,2,0,0,0
1,0x0800,1,0,30,31,62,31,0x2312,786,0x312,0xE240,2,0,0,0
1,0x0800,1,0,31,31,63,31,0x2313,787,0x313,0xE260,2,0,0,0
2,0x1000,2,0,0,0,64,0,0x2202,514,0x202,0xC040,2,0,0,0
2,0x1000,2,0,1,0,65,0,0x2103,259,0x103,0xA060,2,0,0,0
2,0x1000,2,0,2,0,66,0,0x2302,770,0x302,0xE040,2,0,0,0
2,0x1000,2,0,3,0,67,0,0x2303,771,0x303,0xE060,2,0,0,0
2,0x1000,2,0,4,0,68,0,0x2102,258,0x102,0xA040,2,0,0,0
2,0x1000,2,0,5,0,69,0,0x2103,259,0x103,0xA060,2,0,0,0
2,0x1000,2,0,6,0,70,0,0x2202,514,0x202,0xC040,2,0,0,0
2,0x1000,2,0,7,0,71,0,0x2103,259,0x103,0xA060,2,0,0,0
2,0x1000,2,0,8,0,72,0,0x2302,770,0x302,0xE040,2,0,0,0
2,0x1000,2,0,9,0,73,0,0x2203,515,0x203,0xC060,2,0,0,0
2,0x1000,2,0,10,0,74,0,0x2102,258,0x102,0xA040,2,0,0,0
2,0x1000,2,0,11,0,75,0,0x2103,259,0x103,0xA060,2,0,0,0
2,0x1000,2,0,12,0,76,0,0x2202,514,0x202,0xC040,2,0,0,0
2,0x1000,2,0,13,0,77,0,0x2203,515,0x203,0xC060,2,0,0,0
