block,row_index,slot,file_pc,cpu_addr,bytes,opcode,len_model,handler_kind,handler_addr,handler_file_pc,operand_desc,note
B_from_39916,12,0,0x039982,83:9982,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,12,1,0x039985,83:9985,08 32,08,2,main_dispatch,84:8A0D,0x048A0D,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,12,2,0x039987,83:9987,37 15,37,2,main_dispatch,84:97A4,0x0497A4,arg=0x15; pair_as_word=0x1537,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,12,3,0x039989,83:9989,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,13,0,0x03998B,83:998B,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,13,1,0x03998E,83:998E,12 32,12,2,main_dispatch,84:8A7B,0x048A7B,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,13,2,0x039990,83:9990,9D 2B,9D,2,special_ge50,82:6084,0x026084,arg=0x2B; pair_as_word=0x2B9D,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,13,3,0x039992,83:9992,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,14,0,0x039994,83:9994,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,14,1,0x039997,83:9997,10 32,10,2,main_dispatch,84:8A54,0x048A54,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,14,2,0x039999,83:9999,8B 27,8B,2,special_ge50,82:8DB8,0x028DB8,arg=0x27; pair_as_word=0x278B,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,14,3,0x03999B,83:999B,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,15,0,0x03999D,83:999D,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,15,1,0x0399A0,83:99A0,0F 32,0F,2,main_dispatch,84:8963,0x048963,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,15,2,0x0399A2,83:99A2,82 25,82,2,special_ge50,82:8BEE,0x028BEE,arg=0x25; pair_as_word=0x2582,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,15,3,0x0399A4,83:99A4,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,16,0,0x0399A6,83:99A6,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,16,1,0x0399A9,83:99A9,11 32,11,2,main_dispatch,84:8A72,0x048A72,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,16,2,0x0399AB,83:99AB,94 29,94,2,special_ge50,82:20AA,0x0220AA,arg=0x29; pair_as_word=0x2994,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,16,3,0x0399AD,83:99AD,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,17,0,0x0399AF,83:99AF,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,17,1,0x0399B2,83:99B2,13 32,13,2,main_dispatch,84:8A94,0x048A94,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,17,2,0x0399B4,83:99B4,A6 2D,A6,2,special_ge50,82:9BC5,0x029BC5,arg=0x2D; pair_as_word=0x2DA6,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,17,3,0x0399B6,83:99B6,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,18,0,0x0399B8,83:99B8,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,18,1,0x0399BB,83:99BB,16 32,16,2,main_dispatch,84:8AA7,0x048AA7,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,18,2,0x0399BD,83:99BD,C1 33,C1,2,special_ge50,82:1987,0x021987,arg=0x33; pair_as_word=0x33C1,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,18,3,0x0399BF,83:99BF,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,19,0,0x0399C1,83:99C1,38 05 01,38,3,main_dispatch,84:97DF,0x0497DF,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,19,1,0x0399C4,83:99C4,15 32,15,2,main_dispatch,84:8AE0,0x048AE0,arg=0x32,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,19,2,0x0399C6,83:99C6,B8 31,B8,2,special_ge50,82:80BB,0x0280BB,arg=0x31; pair_as_word=0x31B8,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,19,3,0x0399C8,83:99C8,DB F0,DB,2,special_ge50,82:849B,0x02849B,arg=0xF0; pair_as_word=0xF0DB; as_file=0x03F0DB; as_cpu=83:F0DB,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,20,0,0x0399CA,83:99CA,37 05 01,37,3,main_dispatch,84:97A4,0x0497A4,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,20,1,0x0399CD,83:99CD,19 35,19,2,main_dispatch,84:9B82,0x049B82,arg=0x35,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,20,2,0x0399CF,83:99CF,1C 0A,1C,2,main_dispatch,84:8DF5,0x048DF5,arg=0x0A; pair_as_word=0x0A1C,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,20,3,0x0399D1,83:99D1,C6 F0,C6,2,special_ge50,82:C898,0x02C898,arg=0xF0; pair_as_word=0xF0C6; as_file=0x03F0C6; as_cpu=83:F0C6,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,21,0,0x0399D3,83:99D3,37 05 01,37,3,main_dispatch,84:97A4,0x0497A4,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,21,1,0x0399D6,83:99D6,1A 35,1A,2,main_dispatch,84:8D9D,0x048D9D,arg=0x35,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,21,2,0x0399D8,83:99D8,2B 0F,2B,2,main_dispatch,84:9662,0x049662,arg=0x0F; pair_as_word=0x0F2B,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,21,3,0x0399DA,83:99DA,CD F0,CD,2,special_ge50,82:98E6,0x0298E6,arg=0xF0; pair_as_word=0xF0CD; as_file=0x03F0CD; as_cpu=83:F0CD,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
B_from_39916,22,0,0x0399DC,83:99DC,37 05 01,37,3,main_dispatch,84:97A4,0x0497A4,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
B_from_39916,22,1,0x0399DF,83:99DF,1B 35,1B,2,main_dispatch,84:8DD6,0x048DD6,arg=0x35,selector/value-kind相当。opcodeとしても2バイト命令に整列する
B_from_39916,22,2,0x0399E1,83:99E1,34 11,34,2,main_dispatch,84:9735,0x049735,arg=0x11; pair_as_word=0x1134,比較値/閾値/対象値候補。A/B系で+1差分が出る
B_from_39916,22,3,0x0399E3,83:99E3,D4 F0,D4,2,special_ge50,82:126B,0x02126B,arg=0xF0; pair_as_word=0xF0D4; as_file=0x03F0D4; as_cpu=83:F0D4,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,0,0,0x0399E5,83:99E5,0C 05 04,0C,3,main_dispatch,84:8963,0x048963,word_le=0x0405,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,0,1,0x0399E8,83:99E8,26 35,26,2,main_dispatch,84:9548,0x049548,arg=0x35,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,0,2,0x0399EA,83:99EA,3B 00,3B,2,main_dispatch,84:9810,0x049810,arg=0x00; pair_as_word=0x003B,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,0,3,0x0399EC,83:99EC,B1 F0,B1,2,special_ge50,82:199D,0x02199D,arg=0xF0; pair_as_word=0xF0B1; as_file=0x03F0B1; as_cpu=83:F0B1,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,1,0,0x0399EE,83:99EE,10 00 41,10,3,main_dispatch,84:8A54,0x048A54,word_le=0x4100,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,1,1,0x0399F1,83:99F1,45 31,45,2,main_dispatch,84:98AC,0x0498AC,arg=0x31,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,1,2,0x0399F3,83:99F3,16 00,16,2,main_dispatch,84:8AA7,0x048AA7,arg=0x00; pair_as_word=0x0016,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,1,3,0x0399F5,83:99F5,1D F1,1D,2,main_dispatch,84:8E08,0x048E08,arg=0xF1; pair_as_word=0xF11D; as_file=0x03F11D; as_cpu=83:F11D,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,2,0,0x0399F7,83:99F7,2C 05 01,2C,3,main_dispatch,84:9672,0x049672,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,2,1,0x0399FA,83:99FA,2F 17,2F,2,main_dispatch,84:968E,0x04968E,arg=0x17,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,2,2,0x0399FC,83:99FC,54 00,54,2,special_ge50,82:81E0,0x0281E0,arg=0x00; pair_as_word=0x0054,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,2,3,0x0399FE,83:99FE,36 F1,36,2,main_dispatch,84:9747,0x049747,arg=0xF1; pair_as_word=0xF136; as_file=0x03F136; as_cpu=83:F136,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,3,0,0x039A00,83:9A00,0B 00 3C,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x3C00,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,3,1,0x039A03,83:9A03,41 31,41,2,main_dispatch,84:983A,0x04983A,arg=0x31,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,3,2,0x039A05,83:9A05,0E 00,0E,2,main_dispatch,84:8963,0x048963,arg=0x00; pair_as_word=0x000E,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,3,3,0x039A07,83:9A07,D0 F1,D0,2,special_ge50,82:8D0D,0x028D0D,arg=0xF1; pair_as_word=0xF1D0; as_file=0x03F1D0; as_cpu=83:F1D0,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,4,0,0x039A09,83:9A09,0B 00 3C,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x3C00,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,4,1,0x039A0C,83:9A0C,41 31,41,2,main_dispatch,84:983A,0x04983A,arg=0x31,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,4,2,0x039A0E,83:9A0E,0E 00,0E,2,main_dispatch,84:8963,0x048963,arg=0x00; pair_as_word=0x000E,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,4,3,0x039A10,83:9A10,2B F2,2B,2,main_dispatch,84:9662,0x049662,arg=0xF2; pair_as_word=0xF22B; as_file=0x03F22B; as_cpu=83:F22B,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,5,0,0x039A12,83:9A12,0B 00 3C,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x3C00,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,5,1,0x039A15,83:9A15,41 31,41,2,main_dispatch,84:983A,0x04983A,arg=0x31,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,5,2,0x039A17,83:9A17,0E 00,0E,2,main_dispatch,84:8963,0x048963,arg=0x00; pair_as_word=0x000E,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,5,3,0x039A19,83:9A19,E7 F2,E7,2,special_ge50,82:E222,0x02E222,arg=0xF2; pair_as_word=0xF2E7; as_file=0x03F2E7; as_cpu=83:F2E7,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,6,0,0x039A1B,83:9A1B,0B 00 3F,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x3F00,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,6,1,0x039A1E,83:9A1E,43 30,43,2,main_dispatch,84:9851,0x049851,arg=0x30,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,6,2,0x039A20,83:9A20,00 00,00,2,main_dispatch,84:8963,0x048963,arg=0x00; pair_as_word=0x0000,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,6,3,0x039A22,83:9A22,0A F1,0A,2,main_dispatch,84:8A24,0x048A24,arg=0xF1; pair_as_word=0xF10A; as_file=0x03F10A; as_cpu=83:F10A,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,7,0,0x039A24,83:9A24,10 05 09,10,3,main_dispatch,84:8A54,0x048A54,word_le=0x0905,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,7,1,0x039A27,83:9A27,2B 37,2B,2,main_dispatch,84:9662,0x049662,arg=0x37,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,7,2,0x039A29,83:9A29,27 0E,27,2,main_dispatch,84:9579,0x049579,arg=0x0E; pair_as_word=0x0E27,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,7,3,0x039A2B,83:9A2B,22 E8,22,2,main_dispatch,84:94DB,0x0494DB,arg=0xE8; pair_as_word=0xE822; as_file=0x03E822; as_cpu=83:E822,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,8,0,0x039A2D,83:9A2D,10 05 01,10,3,main_dispatch,84:8A54,0x048A54,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,8,1,0x039A30,83:9A30,2B 37,2B,2,main_dispatch,84:9662,0x049662,arg=0x37,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,8,2,0x039A32,83:9A32,29 0E,29,2,main_dispatch,84:9639,0x049639,arg=0x0E; pair_as_word=0x0E29,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,8,3,0x039A34,83:9A34,A3 F3,A3,2,special_ge50,82:221F,0x02221F,arg=0xF3; pair_as_word=0xF3A3; as_file=0x03F3A3; as_cpu=83:F3A3,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,9,0,0x039A36,83:9A36,10 05 09,10,3,main_dispatch,84:8A54,0x048A54,word_le=0x0905,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,9,1,0x039A39,83:9A39,30 37,30,2,main_dispatch,84:96CC,0x0496CC,arg=0x37,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,9,2,0x039A3B,83:9A3B,6C 00,6C,2,special_ge50,82:86EE,0x0286EE,arg=0x00; pair_as_word=0x006C,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,9,3,0x039A3D,83:9A3D,B6 F3,B6,2,special_ge50,82:0659,0x020659,arg=0xF3; pair_as_word=0xF3B6; as_file=0x03F3B6; as_cpu=83:F3B6,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,10,0,0x039A3F,83:9A3F,02 05 09,02,3,main_dispatch,84:89A5,0x0489A5,word_le=0x0905,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,10,1,0x039A42,83:9A42,30 07,30,2,main_dispatch,84:96CC,0x0496CC,arg=0x07,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,10,2,0x039A44,83:9A44,6D 00,6D,2,special_ge50,82:8745,0x028745,arg=0x00; pair_as_word=0x006D,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,10,3,0x039A46,83:9A46,D0 F3,D0,2,special_ge50,82:8D0D,0x028D0D,arg=0xF3; pair_as_word=0xF3D0; as_file=0x03F3D0; as_cpu=83:F3D0,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,11,0,0x039A48,83:9A48,2C 05 09,2C,3,main_dispatch,84:9672,0x049672,word_le=0x0905,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,11,1,0x039A4B,83:9A4B,30 37,30,2,main_dispatch,84:96CC,0x0496CC,arg=0x37,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,11,2,0x039A4D,83:9A4D,6C 00,6C,2,special_ge50,82:86EE,0x0286EE,arg=0x00; pair_as_word=0x006C,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,11,3,0x039A4F,83:9A4F,22 E8,22,2,main_dispatch,84:94DB,0x0494DB,arg=0xE8; pair_as_word=0xE822; as_file=0x03E822; as_cpu=83:E822,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,12,0,0x039A51,83:9A51,2C 05 09,2C,3,main_dispatch,84:9672,0x049672,word_le=0x0905,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,12,1,0x039A54,83:9A54,30 37,30,2,main_dispatch,84:96CC,0x0496CC,arg=0x37,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,12,2,0x039A56,83:9A56,6E 00,6E,2,special_ge50,82:87AE,0x0287AE,arg=0x00; pair_as_word=0x006E,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,12,3,0x039A58,83:9A58,22 E8,22,2,main_dispatch,84:94DB,0x0494DB,arg=0xE8; pair_as_word=0xE822; as_file=0x03E822; as_cpu=83:E822,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,13,0,0x039A5A,83:9A5A,0B 05 01,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,13,1,0x039A5D,83:9A5D,21 33,21,2,main_dispatch,84:8E93,0x048E93,arg=0x33,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,13,2,0x039A5F,83:9A5F,71 1D,71,2,special_ge50,82:8840,0x028840,arg=0x1D; pair_as_word=0x1D71,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,13,3,0x039A61,83:9A61,D9 F3,D9,2,special_ge50,82:1690,0x021690,arg=0xF3; pair_as_word=0xF3D9; as_file=0x03F3D9; as_cpu=83:F3D9,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,14,0,0x039A63,83:9A63,0B 05 01,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,14,1,0x039A66,83:9A66,21 33,21,2,main_dispatch,84:8E93,0x048E93,arg=0x33,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,14,2,0x039A68,83:9A68,77 1E,77,2,special_ge50,82:8A63,0x028A63,arg=0x1E; pair_as_word=0x1E77,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,14,3,0x039A6A,83:9A6A,72 F4,72,2,special_ge50,82:8897,0x028897,arg=0xF4; pair_as_word=0xF472; as_file=0x03F472; as_cpu=83:F472,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
tail_from_399E5,15,0,0x039A6C,83:9A6C,0B 05 01,0B,3,main_dispatch,84:8A4C,0x048A4C,word_le=0x0105,op38/op37系。operand 0x0105を読む条件/predicate系に見える
tail_from_399E5,15,1,0x039A6F,83:9A6F,21 33,21,2,main_dispatch,84:8E93,0x048E93,arg=0x33,selector/value-kind相当。opcodeとしても2バイト命令に整列する
tail_from_399E5,15,2,0x039A71,83:9A71,79 1F,79,2,special_ge50,82:8B38,0x028B38,arg=0x1F; pair_as_word=0x1F79,比較値/閾値/対象値候補。A/B系で+1差分が出る
tail_from_399E5,15,3,0x039A73,83:9A73,41 F5,41,2,main_dispatch,84:983A,0x04983A,arg=0xF5; pair_as_word=0xF541; as_file=0x03F541; as_cpu=83:F541,"高位opcode pair。分岐/ジャンプ先word候補。A=F09A, B=F0DBなど"
