pattern,hit_index_global,cpu_addr,file_pc,context_cpu_start,context_bytes,note
"LDA $0759,X",12,83:B0C1,0x01B0C1,83:B0A9,89 08 D0 50 89 B0 F0 4F BD 59 08 22 50 B4 81 18 7D D9 06 3A 22 79 AE 80 BD 59 07 29 EF 9D 59 07 BD 59 07 89 80 D0 1C 89 20 F0 2C AD AB 12 F0 0E AD C3 12 F0 22 22 E8,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",13,83:B0C9,0x01B0C9,83:B0B1,BD 59 08 22 50 B4 81 18 7D D9 06 3A 22 79 AE 80 BD 59 07 29 EF 9D 59 07 BD 59 07 89 80 D0 1C 89 20 F0 2C AD AB 12 F0 0E AD C3 12 F0 22 22 E8 B3 81 CD 7E 18 F0 05 20,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",14,83:B106,0x01B106,83:B0EE,07 89 40 F0 0D 22 0C AF 80 22 0C AF 80 80 03 20 01 B1 60 AD AB 12 D0 08 BD 59 07 29 DF 9D 59 07 60 AD 0B 03 38 ED 73 15 18 69 07 C2 20 29 FF 00 0A 0A 0A 0A 85 1E E2,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",15,83:B1A0,0x01B1A0,83:B188,18 80 04 8E 7F 18 38 FA 7A 6B 8D 81 18 DA AD 7E 18 48 AE 7F 18 8E 7E 18 BD 59 07 89 80 D0 41 BD 19 07 89 08 F0 0F AD 81 18 22 E6 AF 81 20 FF B1 B0 2E 20 B6 AF AE 7E,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",16,83:B28B,0x01B28B,83:B273,06 18 79 81 B2 8D 13 03 8D 0B 03 FA 7A 60 00 00 01 00 00 01 FF 00 00 FF BD 59 07 09 40 9D 59 07 A5 0F 9D 19 09 A5 10 9D 59 09 A5 11 9D 99 09 9E D9 09 6B AE 7E 18 BD,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",17,83:B2A9,0x01B2A9,83:B291,59 07 A5 0F 9D 19 09 A5 10 9D 59 09 A5 11 9D 99 09 9E D9 09 6B AE 7E 18 BD 59 07 89 40 F0 20 29 A0 05 DE D0 1A BD D9 09 F0 09 3A 9D D9 09 D0 03 20 C5 B3 20 D1 B2 A7,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",18,83:B301,0x01B301,83:B2E9,B3 15 B3 15 B3 35 B3 59 B3 6F B3 84 B3 8C B3 44 B3 AB B3 B1 B3 AE 7E 18 BD 59 07 29 BC 9D 59 07 BD 19 07 29 03 1D 59 07 9D 59 07 60 AE 7E 18 A7 0F 48 29 07 22 E6 AF,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",19,83:B376,0x01B376,83:B35E,12 D0 0A A9 02 AE 7E 18 9D D9 09 80 03 20 C1 B3 60 B7 0F 85 00 AE 7E 18 BD 59 07 29 FC 05 00 9D 59 07 20 C5 B3 60 AE 7E 18 22 98 AD 81 60 AE 7E 18 C2 20 B7 0F 85 2A,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",20,83:BD0F,0x01BD0F,83:BCF7,90 E6 A5 1E FA 7A 6B A9 01 8D 47 15 6B 22 0F BD 81 A9 00 22 88 AE 80 6B BD 59 07 09 08 9D 59 07 6B BD 59 07 29 F7 9D 59 07 6B BD 59 07 29 F7 9D 59 07 A9 08 22 88 AE,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",21,83:BD18,0x01BD18,83:BD00,8D 47 15 6B 22 0F BD 81 A9 00 22 88 AE 80 6B BD 59 07 09 08 9D 59 07 6B BD 59 07 29 F7 9D 59 07 6B BD 59 07 29 F7 9D 59 07 A9 08 22 88 AE 80 6B A5 6A 48 A9 2C 84 6A,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",22,83:BD21,0x01BD21,83:BD09,00 22 88 AE 80 6B BD 59 07 09 08 9D 59 07 6B BD 59 07 29 F7 9D 59 07 6B BD 59 07 29 F7 9D 59 07 A9 08 22 88 AE 80 6B A5 6A 48 A9 2C 84 6A 22 EC AF 80 68 85 6A 6B A9,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",23,83:E766,0x01E766,83:E74E,07 29 1F A8 BD 59 06 85 2A BD 99 06 85 2B BD D9 06 85 2D BD 19 07 85 2E BD 59 07 85 30 BD 99 07 85 31 64 1F B1 2A 85 1E 10 02 C6 1F 64 21 B1 2D 85 20 10 02 C6 21 C2,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",24,83:EB60,0x01EB60,83:EB48,00 5F 48 00 5F 49 01 5F 4A 00 5F 4B 00 5C 4C 01 5C 4D 02 5C 00 20 9D EB BD 59 07 C5 0C BD 99 07 E5 0D 30 0F DE 59 07 BD 59 07 C9 FF D0 0D DE 99 07 80 08 FE 59 07 D0,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",25,83:EB6F,0x01EB6F,83:EB57,01 5C 4D 02 5C 00 20 9D EB BD 59 07 C5 0C BD 99 07 E5 0D 30 0F DE 59 07 BD 59 07 C9 FF D0 0D DE 99 07 80 08 FE 59 07 D0 03 FE 99 07 BD 59 07 85 09 BD 99 07 85 0A D0,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",26,83:EB83,0x01EB83,83:EB6B,0F DE 59 07 BD 59 07 C9 FF D0 0D DE 99 07 80 08 FE 59 07 D0 03 FE 99 07 BD 59 07 85 09 BD 99 07 85 0A D0 0A 20 C8 EB A9 20 8D 7D 03 80 03 9C 7D 03 60 BD 99 06 85 0F,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",28,87:82C6,0x0382C6,87:82AE,07 A9 0F 9D 99 06 80 10 9E 99 06 80 0B DE 19 06 D0 79 BD 59 06 9D 19 06 BD 59 07 85 2A BD 99 07 85 2B BD 99 06 0A 85 22 64 23 BD 59 08 8D 2E 11 BD 99 08 8D 2F 11 20,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",29,87:8453,0x038453,87:843B,59 06 85 70 BD D9 07 F0 04 DE D9 07 6B BD 19 08 9D D9 07 DE 99 07 30 48 BD 59 07 1A 29 01 9D 59 07 D0 05 20 C0 84 80 37 BD D9 06 8D 26 11 BD 19 07 8D 27 11 C2 30 A2,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",30,87:8572,0x038572,87:855A,19 06 85 6C BD 59 06 85 6D BD 99 06 85 6E BD D9 06 85 6F BD 19 07 85 70 BD 59 07 85 71 BD D9 07 F0 06 DE D9 07 6B C2 20 BD 99 07 0A 0A A8 B7 6C 30 1E D0 07 E2 20 9E,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",31,87:871D,0x03871D,87:8705,06 DE 99 07 F0 37 BD 99 06 8D 2C 11 BD D9 06 8D 2D 11 BD 19 07 8D 28 11 BD 59 07 8D 29 11 A2 00 AD 2D 11 4A 8D 2D 11 AD 2C 11 6A 8D 2C 11 90 03 20 4A 87 E8 E0 10 90,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",32,87:BA6F,0x03BA6F,87:BA57,EE BB 13 60 A9 00 80 06 A9 03 80 02 A9 01 20 AA BA 9D 59 07 22 C2 88 81 BD 59 07 3A 29 03 0A AA BF 8E BA 83 F0 05 CD BB 13 F0 08 E8 8A 29 01 D0 EF 80 03 20 B5 BA 60,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",33,87:E573,0x03E573,87:E55B,31 E7 9D D9 06 60 BD 59 06 DD 99 06 D0 13 18 BD 19 07 7D 99 07 9D 19 07 BD 59 07 7D D9 07 9D 59 07 DE 59 06 D0 17 BD 99 06 9D 59 06 DE D9 06 D0 0C BD 19 06 18 69 03,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",34,87:E5C5,0x03E5C5,87:E5AD,C2 20 AD 9F 03 AC 9B 13 C0 01 F0 03 AD A1 03 8D 15 03 E2 20 7A 60 5A DA BD 59 07 EB BD 19 07 C2 20 0A 08 6A 28 6A 85 22 18 6D 15 03 29 FF 03 09 00 E0 85 1E AC 9B 13,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",35,87:E7C8,0x03E7C8,87:E7B0,BD 59 06 8D 80 03 BD 99 06 8D 81 03 BD D9 06 8D 7E 03 BD 19 07 8D 7D 03 BD 59 07 8D 86 03 BD 99 07 8D 7B 03 BD D9 07 29 08 0D 77 03 8D 77 03 22 74 A4 80 60 A9 10 8D,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",36,89:8070,0x048070,89:8058,66 12 9D 59 06 EE 66 12 A5 96 9D 99 06 A5 97 9D D9 06 22 76 80 84 AB 60 BD 59 07 8D 6E 12 86 9B A6 9B BD 19 06 8D 69 12 BD 59 06 8D 67 12 AD 6E 12 9D 59 07 AD AB 12,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",37,89:9067,0x049067,89:904F,98 8D 58 18 C8 22 2B C2 84 4C 0F 84 22 E8 B3 81 90 14 AA BD D9 05 85 6B BD 59 07 29 4F 9D 59 07 A5 0F 22 F8 91 83 A9 03 4C 10 84 B7 98 8D 0B 03 C8 B7 98 8D 0D 03 C8,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",38,89:918E,0x04918E,89:9176,01 FF 8B AD C7 15 22 1F 89 81 90 2C 22 E8 B3 81 90 1D CD 7F 18 D0 18 AA BD 59 07 29 80 D0 10 AD C7 15 29 07 3A 49 02 1A 22 E6 AF 81 18 80 01 38 20 49 89 20 59 89 AB,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",39,89:93C1,0x0493C1,89:93A9,B7 98 48 22 E8 B3 81 AA BC D9 05 68 F0 14 C9 FF D0 02 A9 00 22 88 AE 80 BD 59 07 09 08 9D 59 07 80 0A BD 59 07 29 F7 09 10 9D 59 07 4C 5E 89 B7 98 48 22 E8 B3 81 AA,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",40,89:93CB,0x0493CB,89:93B3,05 68 F0 14 C9 FF D0 02 A9 00 22 88 AE 80 BD 59 07 09 08 9D 59 07 80 0A BD 59 07 29 F7 09 10 9D 59 07 4C 5E 89 B7 98 48 22 E8 B3 81 AA 68 22 E3 AE 81 4C 5E 89 C2 20,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",41,89:94B7,0x0494B7,89:949F,9D 87 15 E8 E0 0A 90 F5 80 02 A0 02 C8 4C 0F 84 20 3A 8A 22 E8 B3 81 AA BD 59 07 09 20 9D 59 07 60 22 D9 BC 81 20 1E 84 4C 59 89 22 92 AC 81 20 51 89 4C 59 89 22 53,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",42,89:B2E2,0x04B2E2,89:B2CA,00 20 A0 B3 A5 09 D0 09 20 E9 B2 9E 59 07 20 5C B7 60 AE 67 00 FE 59 07 BD 59 07 29 10 D0 04 A9 5F 80 02 A9 50 85 06 8B A9 7E 48 AB 64 07 AE 67 00 AC 7F 13 B9 E8 12,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",43,89:DC2B,0x04DC2B,89:DC13,F0 CE BD 59 08 85 06 A9 E0 38 E5 06 85 09 BD 19 06 85 0D BD 19 07 85 0F BD 59 07 85 10 20 AC CD 22 74 A4 80 BD 19 06 18 7D 59 06 9D 19 06 BD 99 06 18 7D D9 06 9D 99,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",44,89:DC5F,0x04DC5F,89:DC47,06 9D 99 06 BD 59 08 18 7D 99 08 9D 59 08 18 BD 19 07 7D 99 07 9D 19 07 BD 59 07 7D D9 07 9D 59 07 DE 19 08 F0 01 6B 22 35 AD 80 6B 22 58 A3 80 C2 20 A9 89 DC 85 0F,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0759,X",45,89:DED7,0x04DED7,89:DEBF,06 BD 19 07 9D 59 07 22 E8 AC 80 DE D9 06 BD D9 06 C9 FF D0 F2 DE 59 07 BD 59 07 C9 FF D0 E8 FE 19 06 80 B4 A9 12 9D 59 08 A9 80 22 E3 AC 80 DE 59 08 D0 F5 A9 B8 22,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",1,83:A250,0x01A250,83:A238,4F B1 81 90 2E AE 7F 18 D0 0E C2 20 A5 0F 85 A4 E2 20 A5 11 85 A6 80 17 BD 99 07 85 A4 BD D9 07 85 A5 BD 19 08 85 A6 BD 59 07 09 20 9D 59 07 38 80 01 18 FA 60 AD 01,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",2,83:AF03,0x01AF03,83:AEEB,18 BD 99 06 8D 58 18 BD D9 06 8D 59 18 BD 19 07 8D 5A 18 48 BD 59 07 48 BD 99 07 8D 5B 18 BD D9 07 8D 5C 18 BD 19 08 8D 5D 18 22 98 AD 81 22 BD AD 81 AA 68 29 BF 9D,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",3,83:B1C0,0x01B1C0,83:B1A8,19 07 89 08 F0 0F AD 81 18 22 E6 AF 81 20 FF B1 B0 2E 20 B6 AF AE 7E 18 BD 99 07 85 A4 BD D9 07 85 A5 BD 19 08 85 A6 A9 86 22 7D 86 84 AD 68 12 D0 0E 22 68 BB 80 89,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",4,83:B3F1,0x01B3F1,83:B3D9,C2 20 18 65 00 E2 20 9D 19 09 EB 9D 59 09 60 5A DA A0 00 BE 5E 18 30 15 BD 99 07 C5 A4 D0 0E BD D9 07 C5 A5 D0 07 BD 19 08 C5 A6 F0 08 C8 C0 20 90 E1 18 80 02 8A 38,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",5,83:E76B,0x01E76B,83:E753,59 06 85 2A BD 99 06 85 2B BD D9 06 85 2D BD 19 07 85 2E BD 59 07 85 30 BD 99 07 85 31 64 1F B1 2A 85 1E 10 02 C6 1F 64 21 B1 2D 85 20 10 02 C6 21 C2 20 A5 1E 18 6D,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",6,83:EB65,0x01EB65,83:EB4D,49 01 5F 4A 00 5F 4B 00 5C 4C 01 5C 4D 02 5C 00 20 9D EB BD 59 07 C5 0C BD 99 07 E5 0D 30 0F DE 59 07 BD 59 07 C9 FF D0 0D DE 99 07 80 08 FE 59 07 D0 03 FE 99 07 BD,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",7,83:EB88,0x01EB88,83:EB70,59 07 C9 FF D0 0D DE 99 07 80 08 FE 59 07 D0 03 FE 99 07 BD 59 07 85 09 BD 99 07 85 0A D0 0A 20 C8 EB A9 20 8D 7D 03 80 03 9C 7D 03 60 BD 99 06 85 0F BD D9 06 85 10,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",12,87:82CB,0x0382CB,87:82B3,06 80 10 9E 99 06 80 0B DE 19 06 D0 79 BD 59 06 9D 19 06 BD 59 07 85 2A BD 99 07 85 2B BD 99 06 0A 85 22 64 23 BD 59 08 8D 2E 11 BD 99 08 8D 2F 11 20 3A 83 BD D9 08,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",13,87:8582,0x038582,87:856A,06 85 6F BD 19 07 85 70 BD 59 07 85 71 BD D9 07 F0 06 DE D9 07 6B C2 20 BD 99 07 0A 0A A8 B7 6C 30 1E D0 07 E2 20 9E 99 07 80 ED 9D D9 07 C8 C8 C2 20 B7 6C 87 6F E2,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",14,87:E7CE,0x03E7CE,87:E7B6,BD 99 06 8D 81 03 BD D9 06 8D 7E 03 BD 19 07 8D 7D 03 BD 59 07 8D 86 03 BD 99 07 8D 7B 03 BD D9 07 29 08 0D 77 03 8D 77 03 22 74 A4 80 60 A9 10 8D 7F 03 A9 04 8D 80,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",15,89:BA76,0x04BA76,89:BA5E,BF 85 BA 68 8D CD 12 68 8D C6 12 68 8D A9 12 FA 7A 60 DA AE 96 13 F0 19 BD 99 07 10 14 BD 99 07 29 7F 1A 9D 99 07 AD 95 13 D0 06 DE 99 07 38 80 01 18 FA 60 20 A9 BA,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",16,89:BA7B,0x04BA7B,89:BA63,CD 12 68 8D C6 12 68 8D A9 12 FA 7A 60 DA AE 96 13 F0 19 BD 99 07 10 14 BD 99 07 29 7F 1A 9D 99 07 AD 95 13 D0 06 DE 99 07 38 80 01 18 FA 60 20 A9 BA B0 11 AD 0D 03,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",17,89:BAC8,0x04BAC8,89:BAB0,AD E1 12 DA FA F0 06 38 FD D9 07 90 13 38 ED E0 12 90 0D CD 8E 13 90 0B BD 99 07 09 80 9D 99 07 38 80 01 18 FA 7A 60 AD E0 12 8D 0D 03 AD DF 12 8D 0B 03 60 AE 96 13,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",18,89:C1DF,0x04C1DF,89:C1C7,C6 80 AE 67 00 BD D9 07 F0 0E 20 F8 C1 BD 59 09 8D 0D 03 A9 00 20 05 C2 BD 99 07 F0 13 20 F8 C1 BD 59 09 18 7D D9 09 1A 8D 0D 03 A9 80 20 05 C2 60 AD 8F 13 4A 1A 4A,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $0799,X",19,89:DB4B,0x04DB4B,89:DB33,06 7D 19 07 9D 99 06 BD D9 06 7D 59 07 9D D9 06 6B 22 35 AD 80 6B 64 1F BD 99 07 85 1E 10 02 C6 1F 64 21 BD D9 07 85 20 10 02 C6 21 C2 20 AD 99 03 18 65 1E 8D 99 03,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",1,83:AE53,0x01AE53,83:AE3B,F0 8D 11 11 AD 5A 18 9D 19 07 29 03 9D 59 07 AD 5B 18 9D 99 07 AD 5C 18 9D D9 07 AD 5D 18 9D 19 08 A9 00 9D D9 09 9D D9 08 9D 19 06 BD D9 05 A8 AD 56 18 20 63 B0 A9,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",5,87:802F,0x03802F,87:8017,11 A9 60 85 0D 22 22 AC 80 AA 68 9D 59 06 A9 01 9D 19 06 9D D9 09 A9 FF 9D D9 07 A9 0F 9D 99 06 A9 0F 9D 99 09 A5 06 29 0F 09 F0 8D 75 03 8A 7A FA 6B DA 5A 48 C2 20,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",6,87:8070,0x038070,87:8058,11 A9 60 85 0D 22 22 AC 80 AA 68 9D 59 06 A9 01 9D 19 06 9D D9 09 A9 01 9D D9 07 A9 00 9D 99 06 A9 0F 9D 99 09 A5 06 29 0F 8D 75 03 8A 7A FA 6B BD D9 09 10 11 BD D9,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",7,87:8124,0x038124,87:810C,A5 20 29 20 9D D9 08 A9 01 9D D9 09 A9 E0 9D 59 07 A9 87 9D 99 07 A9 FF 9D D9 07 A9 0F 9D 99 06 A9 0F 9D 99 09 A9 01 9D 19 08 A5 20 30 03 20 B8 85 8A 7A FA 6B DA 5A,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",8,87:818A,0x03818A,87:8172,A5 20 29 20 9D D9 08 A9 01 9D D9 09 A9 E0 9D 59 07 A9 89 9D 99 07 A9 FF 9D D9 07 A9 0F 9D 99 06 A9 0F 9D 99 09 A9 01 9D 19 08 A5 20 30 03 20 B8 85 8A 7A FA 6B DA 5A,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",9,87:81F0,0x0381F0,87:81D8,A5 20 29 20 9D D9 08 A9 01 9D D9 09 A9 E0 9D 59 07 A9 87 9D 99 07 A9 01 9D D9 07 A9 00 9D 99 06 A9 0F 9D 99 09 9E 19 08 A5 20 30 0E 20 B8 85 64 1E 64 1F 20 49 86 22,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",10,87:825F,0x03825F,87:8247,A5 20 29 20 9D D9 08 A9 01 9D D9 09 A9 E0 9D 59 07 A9 89 9D 99 07 A9 01 9D D9 07 A9 00 9D 99 06 A9 0F 9D 99 09 9E 19 08 A5 20 30 10 20 B8 85 A9 FF 85 1E 85 1F 20 49,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",11,87:8413,0x038413,87:83FB,26 11 9D D9 06 AD 27 11 9D 19 07 A5 6F 9D 19 06 A5 70 9D 59 06 AD 2A 11 9D D9 07 9D 19 08 AD 2B 11 9D 99 07 9E 59 07 A9 01 9D D9 09 8A FA 7A 6B A9 01 8D 33 11 BD D9,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",12,87:844B,0x03844B,87:8433,30 66 BD 19 06 85 6F BD 59 06 85 70 BD D9 07 F0 04 DE D9 07 6B BD 19 08 9D D9 07 DE 99 07 30 48 BD 59 07 1A 29 01 9D 59 07 D0 05 20 C0 84 80 37 BD D9 06 8D 26 11 BD,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",13,87:8536,0x038536,87:851E,9D D9 06 A5 70 9D 19 07 A5 71 9D 59 07 9E 99 07 A0 00 C2 20 B7 6C E2 20 9D D9 07 C8 C8 C2 20 B7 6C 87 6F E2 20 FE 99 07 A9 01 9D D9 09 8A 7A FA 6B A9 01 8D 33 11 BD,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",14,87:8595,0x038595,87:857D,D9 07 6B C2 20 BD 99 07 0A 0A A8 B7 6C 30 1E D0 07 E2 20 9E 99 07 80 ED 9D D9 07 C8 C8 C2 20 B7 6C 87 6F E2 20 FE 99 07 22 D6 B3 80 6B 9E D9 09 22 E8 AC 80 9C 33 11,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",15,87:E7A6,0x03E7A6,87:E78E,9D D9 06 AD 7D 03 9D 19 07 AD 86 03 9D 59 07 AD 7B 03 9D 99 07 AD 77 03 9D D9 07 60 BD 19 06 8D 7F 03 BD 59 06 8D 80 03 BD 99 06 8D 81 03 BD D9 06 8D 7E 03 BD 19 07,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"STA $07D9,X",16,89:DACA,0x04DACA,89:DAB2,99 06 A5 19 9D D9 06 A5 1B 9D 19 07 A5 1C 9D 59 07 A5 13 9D 99 07 A5 16 9D D9 07 8A FA 6B AD 73 03 10 03 4C 43 DB 22 E8 AC 80 AD 73 03 30 63 20 49 DB A0 00 BD 19 06,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",1,83:A255,0x01A255,83:A23D,AE 7F 18 D0 0E C2 20 A5 0F 85 A4 E2 20 A5 11 85 A6 80 17 BD 99 07 85 A4 BD D9 07 85 A5 BD 19 08 85 A6 BD 59 07 09 20 9D 59 07 38 80 01 18 FA 60 AD 01 03 D0 2B B9 E7,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
