id_hex,id_dec,name,rom_offset,raw,flag0,flag1,flag2,buy,sell,u07,u08,u09,u0A,u0B,u0C,u0D,slot_code,slot_label,stat_value,group,beta_diff
98,152,なし,0x045340,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系A,same
99,153,虎のこしまき,0x045350,00 00 00 a4 06 fb 04 00 00 00 00 00 00 00 02 09,0,0,0,1700,1275,0,0,0,0,0,0,0,2,胴,9,鬼/特殊系A,same
9A,154,銀のこしまき,0x045360,60 00 00 88 13 a6 0e 00 00 00 00 00 00 00 02 13,96,0,0,5000,3750,0,0,0,0,0,0,0,2,胴,19,鬼/特殊系A,same
9B,155,金のこしまき,0x045370,60 00 00 c4 22 13 1a 00 00 00 00 00 00 00 02 18,96,0,0,8900,6675,0,0,0,0,0,0,0,2,胴,24,鬼/特殊系A,same
9C,156,黄泉のこしまき,0x045380,60 00 00 00 00 00 00 00 00 00 00 00 00 00 02 1e,96,0,0,0,0,0,0,0,0,0,0,0,2,胴,30,鬼/特殊系A,same
9D,157,なし,0x045390,60 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,96,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系A,same
9E,158,なし,0x0453A0,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系A,same
9F,159,なし,0x0453B0,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系A,same
A0,160,独鈷,0x0453C0,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 41,0,0,0,0,0,0,0,0,0,0,0,0,0,武器,65,鬼/特殊系B,same
A1,161,火の独鈷,0x0453D0,00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 4a,0,1,0,0,0,0,0,0,0,0,0,0,0,武器,74,鬼/特殊系B,same
A2,162,炎の独鈷,0x0453E0,00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 52,0,1,0,0,0,0,0,0,0,0,0,0,0,武器,82,鬼/特殊系B,same
A3,163,紅蓮の独鈷,0x0453F0,00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 5f,0,1,0,0,0,0,0,0,0,0,0,0,0,武器,95,鬼/特殊系B,same
A4,164,なし,0x045400,00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,1,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系B,same
A5,165,なし,0x045410,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系B,same
A6,166,なし,0x045420,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系B,same
A7,167,火の衣,0x045430,00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 0a,0,0,0,0,0,0,0,0,0,0,0,0,2,胴,10,鬼/特殊系B,same
A8,168,炎の衣,0x045440,00 01 00 00 00 00 00 00 00 00 00 00 00 00 02 12,0,1,0,0,0,0,0,0,0,0,0,0,2,胴,18,鬼/特殊系B,same
A9,169,火炎の衣,0x045450,00 01 00 00 00 00 00 00 00 00 00 00 00 00 02 17,0,1,0,0,0,0,0,0,0,0,0,0,2,胴,23,鬼/特殊系B,same
AA,170,黄泉の衣,0x045460,00 01 00 00 00 00 00 00 00 00 00 00 00 00 02 25,0,1,0,0,0,0,0,0,0,0,0,0,2,胴,37,鬼/特殊系B,same
AB,171,なし,0x045470,00 01 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,1,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系B,same
AC,172,なし,0x045480,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系B,same
AD,173,なし,0x045490,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系B,same
AE,174,ハの銅丸,0x0454A0,00 00 00 b0 04 84 03 00 00 00 00 00 00 00 02 0d,0,0,0,1200,900,0,0,0,0,0,0,0,2,胴,13,鬼/特殊系B,same
AF,175,ニの銅丸,0x0454B0,00 02 00 54 0b 7f 08 00 00 00 00 00 00 00 02 14,0,2,0,2900,2175,0,0,0,0,0,0,0,2,胴,20,鬼/特殊系B,same
B0,176,ホの銅丸,0x0454C0,00 02 00 24 13 5b 0e 00 00 00 00 00 00 00 02 1a,0,2,0,4900,3675,0,0,0,0,0,0,0,2,胴,26,鬼/特殊系B,same
B1,177,ヘの銅丸,0x0454D0,00 02 00 c2 1a 12 14 00 00 00 00 00 00 00 02 1e,0,2,0,6850,5138,0,0,0,0,0,0,0,2,胴,30,鬼/特殊系B,same
B2,178,トの銅丸,0x0454E0,00 02 00 60 22 c8 19 00 00 00 00 00 00 00 02 22,0,2,0,8800,6600,0,0,0,0,0,0,0,2,胴,34,鬼/特殊系B,same
B3,179,イの銅丸,0x0454F0,00 02 00 10 27 4c 1d 00 00 00 00 00 00 00 02 26,0,2,0,10000,7500,0,0,0,0,0,0,0,2,胴,38,鬼/特殊系B,same
B4,180,ロの銅丸,0x045500,00 02 00 e0 2e 28 23 00 00 00 00 00 00 00 02 28,0,2,0,12000,9000,0,0,0,0,0,0,0,2,胴,40,鬼/特殊系B,same
B5,181,なし,0x045510,00 02 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,2,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系B,same
B6,182,なし,0x045520,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系B,same
B7,183,なし,0x045530,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系B,same
B8,184,きんたんの錫杖,0x045540,00 00 00 20 03 58 02 1e 00 00 00 00 00 00 00 0a,0,0,0,800,600,30,0,0,0,0,0,0,0,武器,10,鬼/特殊系B,same
B9,185,稲妻の錫杖,0x045550,00 c0 00 40 06 b0 04 1e 00 00 00 00 00 00 00 12,0,192,0,1600,1200,30,0,0,0,0,0,0,0,武器,18,鬼/特殊系B,same
BA,186,魔よけの錫杖,0x045560,00 c0 00 f0 0a 34 08 00 00 00 00 00 00 00 00 19,0,192,0,2800,2100,0,0,0,0,0,0,0,0,武器,25,鬼/特殊系B,same
BB,187,鹿角の錫杖,0x045570,00 c0 00 a8 16 fe 10 00 00 00 00 00 00 00 00 20,0,192,0,5800,4350,0,0,0,0,0,0,0,0,武器,32,鬼/特殊系B,same
BC,188,なし,0x045580,00 c0 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,192,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系B,same
BD,189,なし,0x045590,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系B,same
BE,190,なし,0x0455A0,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系B,same
BF,191,麻のけさ,0x0455B0,00 00 00 a8 02 fe 01 00 00 00 00 00 00 00 02 08,0,0,0,680,510,0,0,0,0,0,0,0,2,胴,8,鬼/特殊系B,same
C0,192,木綿のけさ,0x0455C0,00 40 00 3a 07 6c 05 00 00 00 00 00 00 00 02 10,0,64,0,1850,1388,0,0,0,0,0,0,0,2,胴,16,鬼/特殊系C,same
C1,193,絹のけさ,0x0455D0,00 40 00 3c 0f 6d 0b 00 00 00 00 00 00 00 02 20,0,64,0,3900,2925,0,0,0,0,0,0,0,2,胴,32,鬼/特殊系C,same
C2,194,是空のけさ,0x0455E0,00 40 00 14 23 4f 1a 00 00 00 00 00 00 00 02 26,0,64,0,8980,6735,0,0,0,0,0,0,0,2,胴,38,鬼/特殊系C,same
C3,195,なし,0x0455F0,00 40 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,64,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
C4,196,なし,0x045600,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
C5,197,なし,0x045610,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
C6,198,荒ナワのふんどし,0x045620,00 00 00 64 00 4b 00 00 00 00 00 00 00 00 02 03,0,0,0,100,75,0,0,0,0,0,0,0,2,胴,3,鬼/特殊系C,same
C7,199,麻のふんどし,0x045630,00 80 00 e8 03 ee 02 00 00 00 00 00 00 00 02 07,0,128,0,1000,750,0,0,0,0,0,0,0,2,胴,7,鬼/特殊系C,same
C8,200,木綿のふんどし,0x045640,00 80 00 28 0a 9e 07 00 00 00 00 00 00 00 02 0f,0,128,0,2600,1950,0,0,0,0,0,0,0,2,胴,15,鬼/特殊系C,same
C9,201,絹のふんどし,0x045650,00 80 00 30 0c 24 09 00 00 00 00 00 00 00 02 14,0,128,0,3120,2340,0,0,0,0,0,0,0,2,胴,20,鬼/特殊系C,same
CA,202,越中のふんどし,0x045660,00 80 00 24 13 5b 0e 00 00 00 00 00 00 00 02 1d,0,128,0,4900,3675,0,0,0,0,0,0,0,2,胴,29,鬼/特殊系C,same
CB,203,金のふんどし,0x045670,00 80 00 c4 22 13 1a 00 00 00 00 00 00 00 02 25,0,128,0,8900,6675,0,0,0,0,0,0,0,2,胴,37,鬼/特殊系C,same
CC,204,なし,0x045680,00 80 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,128,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
CD,205,なし,0x045690,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
CE,206,なし,0x0456A0,00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,0,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
CF,207,なし,0x0456B0,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2d,0,0,0,0,0,0,0,0,0,0,0,0,0,武器,45,鬼/特殊系C,same
D0,208,なし,0x0456C0,00 20 00 00 00 01 00 00 00 00 00 00 00 00 02 00,0,32,0,0,1,0,0,0,0,0,0,0,2,胴,0,鬼/特殊系C,same
D1,209,鬼のかぎづめ,0x0456D0,00 00 00 f4 1a 37 14 28 00 00 00 00 00 00 00 05,0,0,0,6900,5175,40,0,0,0,0,0,0,0,武器,5,鬼/特殊系C,same
D2,210,なし,0x0456E0,78 21 00 00 00 01 00 00 00 00 00 00 00 00 00 00,120,33,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系C,same
D3,211,なし,0x0456F0,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系C,same
D4,212,なし,0x045700,00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00,0,0,0,0,1,0,0,0,0,0,0,0,0,武器,0,鬼/特殊系C,same
D5,213,はちまき,0x045710,00 00 00 14 00 0f 00 00 00 00 00 00 00 00 01 03,0,0,0,20,15,0,0,0,0,0,0,0,1,頭,3,鬼/特殊系C,same
D6,214,はちがね,0x045720,7f ff 08 2c 01 e1 00 00 00 00 00 00 00 00 01 08,127,255,8,300,225,0,0,0,0,0,0,0,1,頭,8,鬼/特殊系C,same
D7,215,かぶと,0x045730,7f ff 08 e8 03 ee 02 00 00 00 00 00 00 00 01 0c,127,255,8,1000,750,0,0,0,0,0,0,0,1,頭,12,鬼/特殊系C,same
D8,216,勇気のかぶと,0x045740,03 0c 00 00 00 00 00 00 00 00 00 00 00 00 01 0f,3,12,0,0,0,0,0,0,0,0,0,0,1,頭,15,鬼/特殊系C,same
D9,217,赤はちまき,0x045750,01 00 00 96 00 03 00 00 00 00 00 00 00 00 01 05,1,0,0,150,3,0,0,0,0,0,0,0,1,頭,5,鬼/特殊系C,same
DA,218,なし,0x045760,7f ff 08 00 00 01 00 00 00 00 00 00 00 00 01 00,127,255,8,0,1,0,0,0,0,0,0,0,1,頭,0,鬼/特殊系C,same
DB,219,なし,0x045770,00 00 00 00 00 01 00 00 00 00 00 00 00 00 01 00,0,0,0,0,1,0,0,0,0,0,0,0,1,頭,0,鬼/特殊系C,same
DC,220,わらじの足袋,0x045780,00 00 00 1e 00 17 00 00 00 00 00 00 00 00 03 02,0,0,0,30,23,0,0,0,0,0,0,0,3,足,2,鬼/特殊系C,same
DD,221,ウサギの足袋,0x045790,6f ff 08 96 00 71 00 00 00 00 00 00 00 00 03 05,111,255,8,150,113,0,0,0,0,0,0,0,3,足,5,鬼/特殊系C,same
DE,222,キツネの足袋,0x0457A0,6f ff 08 7c 01 1d 01 00 00 00 00 00 00 00 03 08,111,255,8,380,285,0,0,0,0,0,0,0,3,足,8,鬼/特殊系C,same
DF,223,なし,0x0457B0,6f ff 08 b0 04 84 03 00 00 00 00 00 00 00 03 0d,111,255,8,1200,900,0,0,0,0,0,0,0,3,足,13,鬼/特殊系C,same
E0,224,かんじき,0x0457C0,6f ff 08 c4 09 53 07 00 00 00 00 00 00 00 03 12,111,255,8,2500,1875,0,0,0,0,0,0,0,3,足,18,鬼/特殊系C,same
E1,225,シシの足袋,0x0457D0,6f ff 08 88 13 a6 0e 00 00 00 00 00 00 00 03 15,111,255,8,5000,3750,0,0,0,0,0,0,0,3,足,21,鬼/特殊系C,same
E2,226,ヒョウの足袋,0x0457E0,6f ff 08 6a 18 50 12 00 00 00 00 00 00 00 03 1b,111,255,8,6250,4688,0,0,0,0,0,0,0,3,足,27,鬼/特殊系C,same
E3,227,白象の足袋,0x0457F0,6f ff 08 48 26 b6 1c 00 00 00 00 00 00 00 03 1e,111,255,8,9800,7350,0,0,0,0,0,0,0,3,足,30,鬼/特殊系C,same
E4,228,黄泉の足袋,0x045800,6f ff 08 00 00 00 00 00 00 00 00 00 00 00 03 2e,111,255,8,0,0,0,0,0,0,0,0,0,3,足,46,鬼/特殊系C,same
E5,229,愛の足袋,0x045810,60 03 00 00 00 00 00 00 00 00 00 00 00 00 03 30,96,3,0,0,0,0,0,0,0,0,0,0,3,足,48,鬼/特殊系C,same
E6,230,勇気の沓,0x045820,08 00 00 00 00 00 00 00 00 00 00 00 00 00 03 32,8,0,0,0,0,0,0,0,0,0,0,0,3,足,50,鬼/特殊系C,same
