address_or_range,status_hint,bucket,comment,source
0x04CD5E,有力,予想,| `0x04CD5E` | 有力 | 薄いUIオープナー | `JSL $80B340` / `JSL $80B572` で窓を開くだけ。商品/価格本丸ではない。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:66
0x04DCC8,メモ,予想,- `0x04DCC8` / `0x0683B9` に入る前段で、店種別や画面種別が決まるルート,shinmomo_handover_full_addresses_with_weapon_skill.md:197
0x04DCC8,メモ,予想,- `0x04DCC8` / `0x0683B9` が店画面兄弟モード,shinmomo_handover_full_addresses_with_weapon_skill.md:211
0x04DCC8,有力,予想,"| `0x04DCC8` | 有力 | 店画面系の本格初期化ルート | mode `1D`, window `34/30`, `84:D9EC` と `83:8DE0` を用いる。 |",shinmomo_handover_full_addresses_with_weapon_skill.md:70
0x04DCC8,有力,予想,"| `0x0683B9` | 有力 | `0x04DCC8` の兄弟モード | mode `14`, window `33/30`, `84:D9EC` と `83:8443` を用いる。 |",shinmomo_handover_full_addresses_with_weapon_skill.md:71
0x04DCC8,未確認/候補,予想,| 店/施設マップID → UIモード対応表 | 未確認 | `0x04DCC8` / `0x0683B9` のさらに前段に存在する可能性。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:140
0x04EA30,メモ,予想,| `0x4EA30..0x4EC51` | 店在庫グループ読込 | 3バイトポインタ表 + DMA/画面転送準備寄り |,shinmomo_handover_summary.md:44
0x04EA30,有力,予想,| `0x26A60..0x26C3F` | 有力 | UI/描画/表示定義寄りのデータ群 | 以前は店在庫候補と見たが、`0x4EA30 → 0x4EC51` の流れからDMA/画面転送寄りと判断修正。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:48
0x04EA30,有力,予想,| `0x4EA30` | 有力 | ポインタ表経由でデータ塊を選び、後段へ渡す中継 | 以前は在庫グループ読込本命と見たが、現状はUIデータ塊選択寄り。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:50
0x04EA30,有力,予想,| `0x69FA7` | 有力 | `$1F9D` → 変換表 → `0x4EA30` | 店在庫より、画面用段階切替寄り。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:54
0x04EA30,除外寄り,調査済み（除外寄り）,| `0x4EA30 = 店在庫読込本線` | 低下 | UIデータ塊選択 + DMA準備寄り。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:175
0x04EA30..0x04EC51,メモ,予想,| `0x4EA30..0x4EC51` | 店在庫グループ読込 | 3バイトポインタ表 + DMA/画面転送準備寄り |,shinmomo_handover_summary.md:44
0x04EA4E,有力,予想,| `0x4EA4E` | 有力 | 3バイトポインタ表 | index 0〜5 で `0x26A60/0x26ABC/0x26B18/0x26B74/0x26BD0/0x26BFF` を指す。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:51
0x04EC51,メモ,予想,| `0x4EA30..0x4EC51` | 店在庫グループ読込 | 3バイトポインタ表 + DMA/画面転送準備寄り |,shinmomo_handover_summary.md:44
0x04EC51,有力,予想,| `0x26A60..0x26C3F` | 有力 | UI/描画/表示定義寄りのデータ群 | 以前は店在庫候補と見たが、`0x4EA30 → 0x4EC51` の流れからDMA/画面転送寄りと判断修正。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:48
0x04EC51,有力,予想,| `0x4EC51` | 有力 | DMA設定/転送準備 | `0x4370..4374` をセットして `JSL $80A474`。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:52
0x04EFF0,メモ,予想,- `0x4EFF0` 近傍:,shinmomo_handover_20260313_latest.md:68
0x0683B9,メモ,予想,- `0x04DCC8` / `0x0683B9` に入る前段で、店種別や画面種別が決まるルート,shinmomo_handover_full_addresses_with_weapon_skill.md:197
0x0683B9,メモ,予想,- `0x04DCC8` / `0x0683B9` が店画面兄弟モード,shinmomo_handover_full_addresses_with_weapon_skill.md:211
0x0683B9,有力,予想,"| `0x0683B9` | 有力 | `0x04DCC8` の兄弟モード | mode `14`, window `33/30`, `84:D9EC` と `83:8443` を用いる。 |",shinmomo_handover_full_addresses_with_weapon_skill.md:71
0x0683B9,未確認/候補,予想,| 店/施設マップID → UIモード対応表 | 未確認 | `0x04DCC8` / `0x0683B9` のさらに前段に存在する可能性。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:140
0x069FA7,メモ,予想,- `0x69FA7` 系で `$1F9D` を変換している,shinmomo_handover_20260313_latest.md:76
0x069FA7,有力,予想,| `$1F9D` | 有力 | 店フェーズ / グループ段階入力値 | `0x69FA7` で変換表に入る。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:38
0x069FA7,有力,予想,| `0x69FA7` | 有力 | `$1F9D` → 変換表 → `0x4EA30` | 店在庫より、画面用段階切替寄り。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:54
0x069FB6,メモ,予想,- `0x69FB6 = FF 03 00 00 01 02 01 02`,shinmomo_handover_20260313_latest.md:78
0x069FB6,有力,予想,| `0x69FB6` | 有力 | 変換表 `FF 03 00 00 01 02 01 02` | `$1F9D` を入力にグループ/段階を返す表っぽい。商品ID表ではない。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:53
0x069FB6,有力,予想,| グループ切替表 | `0x69FB6` | 有力 | `FF 03 00 00 01 02 01 02`。`$1F9D` を入力にグループ段階へ変換する表候補 |,shinmomo_handover_summary.md:15
0x069FEF,有力,予想,| `0x69FEF / 0x69FF1` | 有力 | `$F1` 経由で bank86 固定レコードを読む | 商品価格表ではなくUI項目定義。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:55
0x069FEF,未確認/候補,予想,| `0x69FEF..0x69FF1` | 価格判定本線候補 | bank86固定レコード読込。価格本線ではない |,shinmomo_handover_summary.md:45
0x069FEF..0x069FF1,未確認/候補,予想,| `0x69FEF..0x69FF1` | 価格判定本線候補 | bank86固定レコード読込。価格本線ではない |,shinmomo_handover_summary.md:45
0x069FF1,有力,予想,| `0x69FEF / 0x69FF1` | 有力 | `$F1` 経由で bank86 固定レコードを読む | 商品価格表ではなくUI項目定義。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:55
0x069FF1,未確認/候補,予想,| `0x69FEF..0x69FF1` | 価格判定本線候補 | bank86固定レコード読込。価格本線ではない |,shinmomo_handover_summary.md:45
0x069FF1,除外寄り,調査済み（除外寄り）,| `0x69FF1 = 価格参照本線` | 低下 | bank86固定レコード読込で、価格本線ではない。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:176
0x06A13E,メモ,予想,- `0x6A13E` 付近で:,shinmomo_handover_20260313_latest.md:84
0x06A14D,有力,予想,| `$1FAA` | 有力 | サブ機能セット番号 | `0x6A14D` で 8バイト刻み固定表を引く。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:40
0x06A14D,有力,予想,| `0x6A14D` | 有力 | `$1FAA` による 8バイト刻み固定表読込 | 店在庫ではなく、店/施設のサブ機能セット読込寄り。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:56
0x06A1B9,有力,予想,| `0x6A1B9` | 有力 | 8バイト固定表 | UI/サブ機能構成用。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:57
0x06B340,確定,調査済み,| `0x6B340..0x6B629` | 確定 | bank86 共通UI状態機械 | 店専用ではなく、通常メニュー・店画面・特殊画面・一部表示帯で共有。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:27
0x06B340,確定,調査済み,| UI状態機械 | `0x6B340..0x6B629` | かなり確定 | 店専用ではなく、通常メニュー・店画面・特殊画面で共有される共通UIフレームワーク |,shinmomo_handover_summary.md:12
0x06B340..0x06B629,確定,調査済み,| `0x6B340..0x6B629` | 確定 | bank86 共通UI状態機械 | 店専用ではなく、通常メニュー・店画面・特殊画面・一部表示帯で共有。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:27
0x06B340..0x06B629,確定,調査済み,| UI状態機械 | `0x6B340..0x6B629` | かなり確定 | 店専用ではなく、通常メニュー・店画面・特殊画面で共有される共通UIフレームワーク |,shinmomo_handover_summary.md:12
0x06B37F,有力,予想,| `0x6B37F` | 有力 | `0x6B3B6` を選ぶ強調表示状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:94
0x06B37F,有力,予想,| `0x6B37F -> 0x6B3B6` | 全幅強調枠 | 有力 |,shinmomo_handover_summary.md:68
0x06B3B6,有力,予想,| `0x6B3B6` | 有力 | 全幅・強調ウィンドウ用10バイト構造体 | `00 B8 C0 1F 00 01 20 00 90 02` |,shinmomo_handover_full_addresses_with_weapon_skill.md:28
0x06B3B6,有力,予想,| `0x6B37F` | 有力 | `0x6B3B6` を選ぶ強調表示状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:94
0x06B3B6,有力,予想,| `0x6B37F -> 0x6B3B6` | 全幅強調枠 | 有力 |,shinmomo_handover_summary.md:68
0x06B3B6,確定,調査済み,| UI構造体群 | `0x6B3B6` / `0x6B40A` / `0x6B460` / `0x6B4CF` / `0x6B64A` | かなり確定 | ウィンドウ/帯/枠の開閉・表示アニメ用パラメータ |,shinmomo_handover_summary.md:14
0x06B3CD,有力,予想,| `0x6B3CD` | 有力 | `0x6B40A` を選ぶベース表示状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:95
0x06B3CD,確定,調査済み,| `0x6B3CD -> 0x6B40A` | 全幅ベース枠 | かなり確定 |,shinmomo_handover_summary.md:66
0x06B40A,有力,予想,| `0x6B40A` | 有力 | 全幅・静的ベース枠用10バイト構造体 | `00 B8 40 00 00 00 A0 00 00 00` |,shinmomo_handover_full_addresses_with_weapon_skill.md:29
0x06B40A,有力,予想,| `0x6B3CD` | 有力 | `0x6B40A` を選ぶベース表示状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:95
0x06B40A,確定,調査済み,| UI構造体群 | `0x6B3B6` / `0x6B40A` / `0x6B460` / `0x6B4CF` / `0x6B64A` | かなり確定 | ウィンドウ/帯/枠の開閉・表示アニメ用パラメータ |,shinmomo_handover_summary.md:14
0x06B40A,確定,調査済み,| `0x6B3CD -> 0x6B40A` | 全幅ベース枠 | かなり確定 |,shinmomo_handover_summary.md:66
0x06B427,有力,予想,| `0x6B427` | 有力 | `0x6B460` を選ぶアクティブ表示状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:96
0x06B427,確定,調査済み,| `0x6B427 -> 0x6B460` | 全幅アクティブ枠 | かなり確定 |,shinmomo_handover_summary.md:67
0x06B460,有力,予想,| `0x6B460` | 有力 | 全幅・アクティブ表示枠用10バイト構造体 | `00 B8 20 00 80 00 80 00 C0 02` |,shinmomo_handover_full_addresses_with_weapon_skill.md:30
0x06B460,有力,予想,| `0x6B427` | 有力 | `0x6B460` を選ぶアクティブ表示状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:96
0x06B460,確定,調査済み,| UI構造体群 | `0x6B3B6` / `0x6B40A` / `0x6B460` / `0x6B4CF` / `0x6B64A` | かなり確定 | ウィンドウ/帯/枠の開閉・表示アニメ用パラメータ |,shinmomo_handover_summary.md:14
0x06B460,確定,調査済み,| `0x6B427 -> 0x6B460` | 全幅アクティブ枠 | かなり確定 |,shinmomo_handover_summary.md:67
0x06B47E,有力,予想,| `0x6B47E` | 有力 | `0x6B4CF` を選ぶ出現開始状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:97
0x06B47E,確定,調査済み,| `0x6B47E -> 0x6B4CF` | 出現開始アニメ | かなり確定 |,shinmomo_handover_summary.md:65
0x06B4CF,有力,予想,| `0x6B4CF` | 有力 | 閉状態→開幕アニメ開始用10バイト構造体 | `B8 B8 E0 00 92 00 00 00 00 00` |,shinmomo_handover_full_addresses_with_weapon_skill.md:31
0x06B4CF,有力,予想,| `0x6B47E` | 有力 | `0x6B4CF` を選ぶ出現開始状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:97
0x06B4CF,確定,調査済み,| UI構造体群 | `0x6B3B6` / `0x6B40A` / `0x6B460` / `0x6B4CF` / `0x6B64A` | かなり確定 | ウィンドウ/帯/枠の開閉・表示アニメ用パラメータ |,shinmomo_handover_summary.md:14
0x06B4CF,確定,調査済み,| `0x6B47E -> 0x6B4CF` | 出現開始アニメ | かなり確定 |,shinmomo_handover_summary.md:65
0x06B5A4,有力,予想,| `0x6B5A4` | 有力 | `0x6B64A` を選ぶ補助パネル状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:98
0x06B5A4,有力,予想,| `0x6B5A4 -> 0x6B64A` | 右寄せサブ窓 | 有力 |,shinmomo_handover_summary.md:69
0x06B629,確定,調査済み,| `0x6B340..0x6B629` | 確定 | bank86 共通UI状態機械 | 店専用ではなく、通常メニュー・店画面・特殊画面・一部表示帯で共有。 |,shinmomo_handover_full_addresses_with_weapon_skill.md:27
0x06B629,確定,調査済み,| UI状態機械 | `0x6B340..0x6B629` | かなり確定 | 店専用ではなく、通常メニュー・店画面・特殊画面で共有される共通UIフレームワーク |,shinmomo_handover_summary.md:12
0x06B64A,有力,予想,| `0x6B64A` | 有力 | 右寄せサブウィンドウ用10バイト構造体 | `68 B8 C0 00 00 00 20 00 00 00` |,shinmomo_handover_full_addresses_with_weapon_skill.md:32
0x06B64A,有力,予想,| `0x6B5A4` | 有力 | `0x6B64A` を選ぶ補助パネル状態ブロック |,shinmomo_handover_full_addresses_with_weapon_skill.md:98
0x06B64A,有力,予想,| `0x6B5A4 -> 0x6B64A` | 右寄せサブ窓 | 有力 |,shinmomo_handover_summary.md:69
0x06B64A,確定,調査済み,| UI構造体群 | `0x6B3B6` / `0x6B40A` / `0x6B460` / `0x6B4CF` / `0x6B64A` | かなり確定 | ウィンドウ/帯/枠の開閉・表示アニメ用パラメータ |,shinmomo_handover_summary.md:14
0x06B654,有力,予想,| `0x6B654` | 有力 | UIアニメ進行補助 |,shinmomo_handover_full_addresses_with_weapon_skill.md:99
0x06B68A,確定,調査済み,"| `0x6B68A` | 確定 | 10バイト構造体を `$1FB0..$1FB9` にコピーするルーチン | `($0F),Y` から10バイトを転送。 |",shinmomo_handover_full_addresses_with_weapon_skill.md:26
0x06B68A,確定,調査済み,| UI構造体コピー | `0x6B68A` | かなり確定 | ROM上の10バイト定義を `$1FB0..$1FB9` にコピーするだけ。商品情報ではない |,shinmomo_handover_summary.md:13
0x06B696,有力,予想,| `0x6B696` | 有力 | UIアニメ進行補助 |,shinmomo_handover_full_addresses_with_weapon_skill.md:100
