family_id_dec,family_id_hex,source_master_offset,source_root,source_root_file,source_mode,ca_pack_boundary_offset,script_pack_start,script_pack_end,script_pack_span,ca_reserved,relation_status
221,0xDD,0x070297,CA:40B8,0x0A40B8,0,0x0AC297,CD:B5B7,CD:B6C8,273,0,confirmed_index_key
222,0xDE,0x07029A,CA:40B9,0x0A40B9,0,0x0AC29A,CD:B6C8,CD:B8A3,475,0,confirmed_index_key
223,0xDF,0x07029D,CA:40BA,0x0A40BA,1,0x0AC29D,CD:B8A3,CD:BA2E,395,0,confirmed_index_key
224,0xE0,0x0702A0,CA:4969,0x0A4969,1,0x0AC2A0,CD:BA2E,CD:BFAE,1408,0,confirmed_index_key
225,0xE1,0x0702A3,CA:4C18,0x0A4C18,2,0x0AC2A3,CD:BFAE,CD:C393,997,0,confirmed_index_key
226,0xE2,0x0702A6,CA:4F0A,0x0A4F0A,2,0x0AC2A6,CD:C393,CD:C7A7,1044,0,confirmed_index_key
227,0xE3,0x0702A9,CA:4F31,0x0A4F31,2,0x0AC2A9,CD:C7A7,CD:C83C,149,0,confirmed_index_key
228,0xE4,0x0702AC,CA:5033,0x0A5033,0,0x0AC2AC,CD:C83C,CD:CACE,658,0,confirmed_index_key
229,0xE5,0x0702AF,CA:5034,0x0A5034,1,0x0AC2AF,CD:CACE,CD:CCB2,484,0,confirmed_index_key
230,0xE6,0x0702B2,CA:5DFA,0x0A5DFA,0,0x0AC2B2,CD:CCB2,CD:D504,2130,0,confirmed_index_key
231,0xE7,0x0702B5,CA:5DFB,0x0A5DFB,1,0x0AC2B5,CD:D504,CD:D790,652,0,confirmed_index_key
232,0xE8,0x0702B8,CA:5EB5,0x0A5EB5,1,0x0AC2B8,CD:D790,CD:D8AB,283,0,confirmed_index_key
233,0xE9,0x0702BB,CA:65F3,0x0A65F3,0,0x0AC2BB,CD:D8AB,CD:DDD9,1326,0,confirmed_index_key
234,0xEA,0x0702BE,CA:65F4,0x0A65F4,1,0x0AC2BE,CD:DDD9,CD:DE9F,198,0,confirmed_index_key
235,0xEB,0x0702C1,CA:68E8,0x0A68E8,2,0x0AC2C1,CD:DE9F,CD:E10E,623,0,confirmed_index_key
236,0xEC,0x0702C4,CA:6B31,0x0A6B31,1,0x0AC2C4,CD:E10E,CD:E238,298,0,confirmed_index_key
237,0xED,0x0702C7,CA:6F15,0x0A6F15,2,0x0AC2C7,CD:E238,CD:E8CD,1685,0,confirmed_index_key
238,0xEE,0x0702CA,CA:77CC,0x0A77CC,1,0x0AC2CA,CD:E8CD,CD:EE94,1479,0,confirmed_index_key
239,0xEF,0x0702CD,CA:821F,0x0A821F,1,0x0AC2CD,CD:EE94,CD:F5F7,1891,0,confirmed_index_key
240,0xF0,0x0702D0,CA:8302,0x0A8302,2,0x0AC2D0,CD:F5F7,CD:F9B2,955,0,confirmed_index_key
241,0xF1,0x0702D3,CA:834B,0x0A834B,0,0x0AC2D3,CD:F9B2,CD:FC40,654,0,confirmed_index_key
242,0xF2,0x0702D6,CA:9406,0x0A9406,1,0x0AC2D6,CD:FC40,CE:0248,1544,0,confirmed_index_key
243,0xF3,0x0702D9,CA:96B2,0x0A96B2,2,0x0AC2D9,CE:0248,CE:03F8,432,0,confirmed_index_key
244,0xF4,0x0702DC,CA:987D,0x0A987D,2,0x0AC2DC,CE:03F8,CE:0546,334,0,confirmed_index_key
245,0xF5,0x0702DF,CA:9DB7,0x0A9DB7,2,0x0AC2DF,CE:0546,CE:0B90,1610,0,confirmed_index_key
246,0xF6,0x0702E2,CA:A029,0x0AA029,2,0x0AC2E2,CE:0B90,CE:0C90,256,0,confirmed_index_key
247,0xF7,0x0702E5,CA:A4EC,0x0AA4EC,0,0x0AC2E5,CE:0C90,CE:111A,1162,0,confirmed_index_key
248,0xF8,0x0702E8,CA:A4ED,0x0AA4ED,2,0x0AC2E8,CE:111A,CE:11BF,165,0,confirmed_index_key
249,0xF9,0x0702EB,CA:A569,0x0AA569,1,0x0AC2EB,CE:11BF,CE:1377,440,0,confirmed_index_key
