equip_id,name,ptr_cb,rom_offset,top_commands,is_special,prefix16
176,ホの銅丸,CB:0D17,0x0B0D17,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
177,ヘの銅丸,CB:0D21,0x0B0D21,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
178,トの銅丸,CB:0D2B,0x0B0D2B,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
179,イの銅丸,CB:0D35,0x0B0D35,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
180,ロの銅丸,CB:0D3F,0x0B0D3F,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
181,なし,CB:0D49,0x0B0D49,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
182,なし,CB:0D53,0x0B0D53,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
183,なし,CB:0D5D,0x0B0D5D,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 74 0d
184,きんたんの錫杖,CB:0D67,0x0B0D67,84:03DB;83:0D74;82:0408;C8:0D7C;00,yes,84 db 03 83 74 0d 82 08 04 c8 7c 0d 00 a0 e1 03
185,稲妻の錫杖,CB:0D9B,0x0B0D9B,84:03DB;83:0DA8;82:0408;C8:0DB0;00,yes,84 db 03 83 a8 0d 82 08 04 c8 b0 0d 00 a0 e1 03
186,魔よけの錫杖,CB:0DCE,0x0B0DCE,84:03DB;83:0DDB;82:0408;C8:0DE3;00,yes,84 db 03 83 db 0d 82 08 04 c8 e3 0d 00 a0 e1 03
187,鹿角の錫杖,CB:0DF7,0x0B0DF7,84:03DB;83:0E04;82:0408;C8:0E08;00,yes,84 db 03 83 04 0e 82 08 04 c8 08 0e 00 a4 20 c0
188,なし,CB:0E20,0x0B0E20,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
189,なし,CB:0E2A,0x0B0E2A,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
190,なし,CB:0E34,0x0B0E34,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
191,麻のけさ,CB:0E3E,0x0B0E3E,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
192,木綿のけさ,CB:0E48,0x0B0E48,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
193,絹のけさ,CB:0E52,0x0B0E52,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
194,是空のけさ,CB:0E5C,0x0B0E5C,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
195,なし,CB:0E66,0x0B0E66,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
196,なし,CB:0E70,0x0B0E70,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
197,なし,CB:0E7A,0x0B0E7A,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
198,荒ナワのふんどし,CB:0E84,0x0B0E84,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
199,麻のふんどし,CB:0E8E,0x0B0E8E,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
200,木綿のふんどし,CB:0E98,0x0B0E98,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
201,絹のふんどし,CB:0EA2,0x0B0EA2,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
202,越中のふんどし,CB:0EAC,0x0B0EAC,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
203,金のふんどし,CB:0EB6,0x0B0EB6,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
204,なし,CB:0EC0,0x0B0EC0,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
205,なし,CB:0ECA,0x0B0ECA,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
206,なし,CB:0ED4,0x0B0ED4,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e8 0e
207,なし,CB:0EDE,0x0B0EDE,84:03DB;83:0EE8;82:0408;00,yes,84 db 03 83 e8 0e 82 08 04 00 a0 e1 03 cb a4 23
208,なし,CB:0EF0,0x0B0EF0,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 04 0f
209,鬼のかぎづめ,CB:0EFA,0x0B0EFA,84:03DB;83:0F04;82:0408;00,yes,84 db 03 83 04 0f 82 08 04 00 a0 e1 03 cb a4 24
210,なし,CB:0F0C,0x0B0F0C,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
211,なし,CB:0F16,0x0B0F16,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
212,なし,CB:0F20,0x0B0F20,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
213,はちまき,CB:0F2A,0x0B0F2A,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
214,はちがね,CB:0F34,0x0B0F34,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
215,かぶと,CB:0F3E,0x0B0F3E,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
216,勇気のかぶと,CB:0F48,0x0B0F48,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
217,赤はちまき,CB:0F52,0x0B0F52,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
218,なし,CB:0F5C,0x0B0F5C,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
219,なし,CB:0F66,0x0B0F66,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
220,わらじの足袋,CB:0F70,0x0B0F70,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
221,ウサギの足袋,CB:0F7A,0x0B0F7A,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
222,キツネの足袋,CB:0F84,0x0B0F84,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
223,なし,CB:0F8E,0x0B0F8E,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
224,かんじき,CB:0F98,0x0B0F98,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
225,シシの足袋,CB:0FA2,0x0B0FA2,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
226,ヒョウの足袋,CB:0FAC,0x0B0FAC,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
227,白象の足袋,CB:0FB6,0x0B0FB6,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
228,黄泉の足袋,CB:0FC0,0x0B0FC0,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
229,愛の足袋,CB:0FCA,0x0B0FCA,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
230,勇気の沓,CB:0FD4,0x0B0FD4,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
231,(extra_231),CB:0FDE,0x0B0FDE,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
232,(extra_232),CB:0FE8,0x0B0FE8,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 84 db 03 83 e1 03
233,(extra_233),CB:0FF2,0x0B0FF2,84:03DB;83:03E1;82:0408;00,no,84 db 03 83 e1 03 82 08 04 00 e6 10 39 12 9d 12
234,(extra_234),CB:0000,0x0B0000,A0:?,yes,a0 09 00 cb a0 56 fe ca b0 d8 6a 03 d8 64 03 f1
235,(extra_235),CB:1600,0x0B1600,8B:?,yes,8b 19 e0 8f 00 8e 6b 9e 19 bc 15 cb c2 a0 11 7f
